county_qualified_name	homes_sold	new_listings	inventory	median_dom	months_of_supply	state_code	county_name	months_averaged
Johnson County, MO	56.0	58.5	83.0	44.0	1.55	MO	Johnson County	1
Johnson County, MO	48.0	51.75	93.25	47.5	2.12	MO	Johnson County	3
Johnson County, MO	52.0	52.57	120.29	39.86	2.39	MO	Johnson County	6
Johnson County, MO	65.15	74.08	136.92	28.31	2.22	MO	Johnson County	12
Johnson County, MO	62.25	73.5	126.75	27.69	2.11	MO	Johnson County	18
Knox County, MO	2.5	4.5	8.0	57.0	3.35	MO	Knox County	1
Knox County, MO	2.0	4.5	7.67	41.33	4.57	MO	Knox County	3
Knox County, MO	2.0	3.2	7.17	58.67	5.12	MO	Knox County	6
Knox County, MO	2.17	2.55	6.67	93.08	4.92	MO	Knox County	12
Knox County, MO	2.07	2.62	6.8	88.93	4.97	MO	Knox County	18
Laclede County, MO	35.5	46.5	81.5	41.0	2.3	MO	Laclede County	1
Laclede County, MO	32.5	36.5	75.75	47.75	2.35	MO	Laclede County	3
Laclede County, MO	34.71	34.71	82.0	45.57	2.39	MO	Laclede County	6
Laclede County, MO	44.0	43.85	88.46	41.15	2.12	MO	Laclede County	12
Laclede County, MO	42.5	43.5	88.88	41.62	2.2	MO	Laclede County	18
Lafayette County, MO	27.0	24.5		64.0	2.2	MO	Lafayette County	1
Lafayette County, MO	24.0	27.5		62.75	2.88	MO	Lafayette County	3
Lafayette County, MO	29.57	31.71		51.0	2.57	MO	Lafayette County	6
Lafayette County, MO	36.38	41.38		37.23	2.21	MO	Lafayette County	12
Lafayette County, MO	34.44	39.25		35.25	2.16	MO	Lafayette County	18
Lawrence County, MO	27.5	41.5	70.5	32.5	2.6	MO	Lawrence County	1
Lawrence County, MO	27.0	35.25	72.25	33.75	2.72	MO	Lawrence County	3
Lawrence County, MO	32.86	37.14	87.14	32.57	2.73	MO	Lawrence County	6
Lawrence County, MO	37.08	46.46	91.38	31.62	2.59	MO	Lawrence County	12
Lawrence County, MO	34.56	43.38	87.56	39.56	2.71	MO	Lawrence County	18
Lewis County, MO	3.5	5.0	16.0	66.5	4.65	MO	Lewis County	1
Lewis County, MO	2.75	5.75	16.5	64.75	6.58	MO	Lewis County	3
Lewis County, MO	3.86	5.29	14.0	52.86	4.99	MO	Lewis County	6
Lewis County, MO	5.46	5.15	11.92	225.77	3.38	MO	Lewis County	12
Lewis County, MO	5.44	4.73	10.56	201.25	2.95	MO	Lewis County	18
Lincoln County, MO	58.0	57.5	80.5	40.5	1.4	MO	Lincoln County	1
Lincoln County, MO	49.0	51.0	83.0	37.25	1.78	MO	Lincoln County	3
Lincoln County, MO	54.43	50.57	92.43	32.43	1.74	MO	Lincoln County	6
Lincoln County, MO	65.69	65.69	107.62	25.38	1.68	MO	Lincoln County	12
Lincoln County, MO	64.38	65.44	104.5	26.62	1.66	MO	Lincoln County	18
Linn County, MO	6.5	5.0	19.5	124.0	3.1	MO	Linn County	1
Linn County, MO	4.5	5.0	23.5	82.0	7.38	MO	Linn County	3
Linn County, MO	5.0	6.57	25.86	64.57	6.91	MO	Linn County	6
Linn County, MO	5.23	7.62	24.31	60.54	5.61	MO	Linn County	12
Linn County, MO	4.88	7.12	23.56	70.81	6.42	MO	Linn County	18
Livingston County, MO	6.0	5.5	14.5	29.0	7.7	MO	Livingston County	1
Livingston County, MO	5.25	4.75	16.5	57.5	5.95	MO	Livingston County	3
Livingston County, MO	5.86	5.71	22.0	53.14	5.36	MO	Livingston County	6
Livingston County, MO	6.92	8.23	19.54	50.31	3.95	MO	Livingston County	12
Livingston County, MO	7.19	7.75	21.56	62.0	4.11	MO	Livingston County	18
Macon County, MO	8.5	8.5	27.0	36.0	4.45	MO	Macon County	1
Macon County, MO	7.5	10.75	26.75	51.25	4.6	MO	Macon County	3
Macon County, MO	8.43	9.29	25.86	50.29	3.79	MO	Macon County	6
Macon County, MO	11.23	13.15	26.92	40.23	2.97	MO	Macon County	12
Macon County, MO	10.94	12.75	28.69	46.5	3.13	MO	Macon County	18
Madison County, MO	10.0	16.0	34.0	54.5	3.5	MO	Madison County	1
Madison County, MO	7.25	12.25	30.25	70.25	4.72	MO	Madison County	3
Madison County, MO	8.86	9.86	28.86	64.86	3.91	MO	Madison County	6
Madison County, MO	10.77	11.31	29.54	61.54	3.23	MO	Madison County	12
Madison County, MO	11.0	11.88	28.62	63.38	3.03	MO	Madison County	18
Maries County, MO	2.5	6.5	20.5	63.0	8.6	MO	Maries County	1
Maries County, MO	3.75	4.0	18.75	82.75	6.0	MO	Maries County	3
Maries County, MO	3.14	4.14	19.57	76.29	8.5	MO	Maries County	6
Maries County, MO	4.31	5.31	19.62	64.15	6.23	MO	Maries County	12
Maries County, MO	4.19	5.38	18.56	74.06	5.86	MO	Maries County	18
Marion County, MO	23.0	26.5	52.0	41.0	2.25	MO	Marion County	1
Marion County, MO	20.5	24.75	52.25	50.0	2.58	MO	Marion County	3
Marion County, MO	22.86	22.14	56.0	51.43	2.5	MO	Marion County	6
Marion County, MO	27.0	26.69	63.38	47.0	2.41	MO	Marion County	12
Marion County, MO	26.31	26.94	62.81	46.5	2.48	MO	Marion County	18
McDonald County, MO	11.0	16.5	32.0	59.0	2.95	MO	McDonald County	1
McDonald County, MO	10.25	12.5	31.75	41.75	3.28	MO	McDonald County	3
McDonald County, MO	10.14	13.0	36.0	38.86	3.7	MO	McDonald County	6
McDonald County, MO	12.0	16.31	38.85	38.92	3.46	MO	McDonald County	12
McDonald County, MO	11.56	15.19	37.69	47.25	3.46	MO	McDonald County	18
Mercer County, MO	3.0	3.0	9.0	242.0	3.0	MO	Mercer County	1
Mercer County, MO	3.0	3.0	9.0	242.0	3.0	MO	Mercer County	3
Mercer County, MO	2.33	2.33	9.67	110.0	4.33	MO	Mercer County	6
Mercer County, MO	2.44	3.0	9.56	89.89	5.03	MO	Mercer County	12
Mercer County, MO	2.27	3.0	9.73	91.27	5.57	MO	Mercer County	18
Miller County, MO	33.0	27.5	61.0	54.0	1.9	MO	Miller County	1
Miller County, MO	23.25	24.5	65.75	82.5	3.58	MO	Miller County	3
Miller County, MO	23.14	22.14	73.0	72.71	3.64	MO	Miller County	6
Miller County, MO	26.54	31.15	85.15	59.69	3.52	MO	Miller County	12
Miller County, MO	26.25	31.0	80.62	58.81	3.37	MO	Miller County	18
Mississippi County, MO	3.0	6.0	14.0	23.0	4.65	MO	Mississippi County	1
Mississippi County, MO	3.0	4.75	12.5	38.5	6.02	MO	Mississippi County	3
Mississippi County, MO	2.57	4.86	11.0	43.0	5.87	MO	Mississippi County	6
Mississippi County, MO	2.46	4.1	8.9	43.0	5.01	MO	Mississippi County	12
Mississippi County, MO	2.47	4.1	8.9	43.0	5.01	MO	Mississippi County	18
Moniteau County, MO	9.5	11.0	13.5	12.0	1.5	MO	Moniteau County	1
Moniteau County, MO	7.75	11.25	13.5	18.75	1.92	MO	Moniteau County	3
Moniteau County, MO	7.14	9.57	14.43	24.0	2.69	MO	Moniteau County	6
Moniteau County, MO	8.85	9.62	14.54	19.62	2.12	MO	Moniteau County	12
Moniteau County, MO	9.19	10.31	15.25	23.94	2.11	MO	Moniteau County	18
Monroe County, MO	7.5	5.0	15.0	90.5	2.05	MO	Monroe County	1
Monroe County, MO	5.75	4.25	15.25	69.5	3.65	MO	Monroe County	3
Monroe County, MO	6.0	4.71	17.86	54.29	6.03	MO	Monroe County	6
Monroe County, MO	9.54	8.54	21.69	57.77	4.58	MO	Monroe County	12
Monroe County, MO	8.81	8.06	21.81	61.25	4.54	MO	Monroe County	18
Montgomery County, MO	9.0	10.0	22.0	38.0	2.75	MO	Montgomery County	1
Montgomery County, MO	7.0	11.5	22.25	47.25	3.78	MO	Montgomery County	3
Montgomery County, MO	8.57	10.14	22.14	44.71	3.04	MO	Montgomery County	6
Montgomery County, MO	12.23	11.38	23.92	57.62	2.57	MO	Montgomery County	12
Montgomery County, MO	11.44	11.0	23.75	55.38	2.65	MO	Montgomery County	18
Morgan County, MO	34.5	32.5	100.0	46.5	2.9	MO	Morgan County	1
Morgan County, MO	25.75	32.5	99.0	53.25	4.32	MO	Morgan County	3
Morgan County, MO	26.57	28.71	106.14	59.0	4.4	MO	Morgan County	6
Morgan County, MO	31.69	41.15	124.62	51.62	4.25	MO	Morgan County	12
Morgan County, MO	31.31	40.0	118.25	57.5	4.08	MO	Morgan County	18
New Madrid County, MO	7.0	10.0	22.5	60.5	3.7	MO	New Madrid County	1
New Madrid County, MO	4.75	8.5	21.0	42.25	5.85	MO	New Madrid County	3
New Madrid County, MO	4.17	7.83	20.0	45.5	5.9	MO	New Madrid County	6
New Madrid County, MO	4.5	5.17	12.42	43.62	4.08	MO	New Madrid County	12
New Madrid County, MO	4.53	5.17	12.42	43.62	4.08	MO	New Madrid County	18
Newton County, MO	54.0	83.5	132.5	27.0	2.5	MO	Newton County	1
Newton County, MO	45.0	66.75	127.75	29.0	2.98	MO	Newton County	3
Newton County, MO	47.29	62.14	134.71	28.43	2.97	MO	Newton County	6
Newton County, MO	60.0	71.92	128.38	29.15	2.36	MO	Newton County	12
Newton County, MO	58.44	70.38	129.94	35.25	2.42	MO	Newton County	18
Nodaway County, MO	7.0	18.5	30.0	39.0	4.75	MO	Nodaway County	1
Nodaway County, MO	6.75	14.75	28.25	36.75	4.55	MO	Nodaway County	3
Nodaway County, MO	9.43	12.14	27.29	38.43	3.53	MO	Nodaway County	6
Nodaway County, MO	12.46	14.85	30.46	41.38	2.89	MO	Nodaway County	12
Nodaway County, MO	12.19	14.94	32.31	44.88	3.04	MO	Nodaway County	18
Oregon County, MO	12.5	15.5	67.0	85.0	5.55	MO	Oregon County	1
Oregon County, MO	9.5	15.0	66.5	75.25	7.88	MO	Oregon County	3
Oregon County, MO	9.86	14.29	64.71	77.14	8.74	MO	Oregon County	6
Oregon County, MO	10.77	17.85	64.38	69.0	7.64	MO	Oregon County	12
Oregon County, MO	10.06	16.19	60.25	82.06	7.45	MO	Oregon County	18
Osage County, MO	5.0	3.5	6.5	58.5	1.35	MO	Osage County	1
Osage County, MO	3.5	3.5	8.0	72.5	3.05	MO	Osage County	3
Osage County, MO	3.14	3.71	9.14	65.86	5.13	MO	Osage County	6
Osage County, MO	3.38	4.31	8.23	48.54	3.78	MO	Osage County	12
Osage County, MO	3.31	4.07	7.44	42.19	3.56	MO	Osage County	18
Ozark County, MO	8.5	10.5	33.0	102.0	4.0	MO	Ozark County	1
Ozark County, MO	6.5	8.5	31.5	76.5	5.65	MO	Ozark County	3
Ozark County, MO	6.43	8.29	35.14	78.0	6.2	MO	Ozark County	6
Ozark County, MO	6.69	9.38	34.08	70.92	5.67	MO	Ozark County	12
Ozark County, MO	5.94	8.69	33.44	82.06	7.0	MO	Ozark County	18
Pemiscot County, MO	1.5	3.0	8.5	94.5	6.25	MO	Pemiscot County	1
Pemiscot County, MO	1.75	3.25	8.5	73.75	6.05	MO	Pemiscot County	3
Pemiscot County, MO	1.67	3.17	8.83	66.4	6.45	MO	Pemiscot County	6
Pemiscot County, MO	2.17	2.86	6.22	70.33	4.56	MO	Pemiscot County	12
Pemiscot County, MO	2.07	2.86	6.22	70.33	4.56	MO	Pemiscot County	18
Perry County, MO	9.5	5.0	12.5	65.5	1.3	MO	Perry County	1
Perry County, MO	9.25	6.0	16.25	64.25	1.82	MO	Perry County	3
Perry County, MO	9.43	7.0	19.71	55.57	2.26	MO	Perry County	6
Perry County, MO	11.92	9.31	21.38	48.0	2.05	MO	Perry County	12
Perry County, MO	11.69	10.12	22.12	46.38	2.17	MO	Perry County	18
Pettis County, MO	43.0	47.5	68.0	34.0	1.6	MO	Pettis County	1
Pettis County, MO	37.75	43.75	75.5	31.0	2.08	MO	Pettis County	3
Pettis County, MO	37.86	43.43	82.71	29.29	2.24	MO	Pettis County	6
Pettis County, MO	45.23	52.08	84.15	25.77	1.95	MO	Pettis County	12
Pettis County, MO	41.94	50.19	85.38	32.81	2.21	MO	Pettis County	18
Phelps County, MO	39.0	42.5	91.0	56.5	2.35	MO	Phelps County	1
Phelps County, MO	35.25	40.0	90.5	51.5	2.6	MO	Phelps County	3
Phelps County, MO	36.14	36.14	99.86	50.14	2.77	MO	Phelps County	6
Phelps County, MO	46.46	47.31	108.54	45.54	2.45	MO	Phelps County	12
Phelps County, MO	46.75	45.44	106.5	47.75	2.37	MO	Phelps County	18
Pike County, MO	11.5	11.0	28.0	42.0	2.5	MO	Pike County	1
Pike County, MO	9.75	11.0	30.0	51.25	3.6	MO	Pike County	3
Pike County, MO	10.14	10.43	32.0	49.86	3.49	MO	Pike County	6
Pike County, MO	12.77	12.62	35.0	47.46	3.05	MO	Pike County	12
Pike County, MO	12.56	12.62	34.94	56.19	3.13	MO	Pike County	18
Platte County, MO	114.5	141.0		26.5	1.75	MO	Platte County	1
Platte County, MO	101.75	118.0		35.0	2.08	MO	Platte County	3
Platte County, MO	113.29	112.0		33.14	2.04	MO	Platte County	6
Platte County, MO	148.69	154.38		25.08	1.73	MO	Platte County	12
Platte County, MO	144.94	154.31		24.19	1.63	MO	Platte County	18
Polk County, MO	29.0	28.0	55.5	65.0	1.95	MO	Polk County	1
Polk County, MO	23.25	23.5	61.0	64.5	2.88	MO	Polk County	3
Polk County, MO	23.0	24.71	69.14	48.43	3.19	MO	Polk County	6
Polk County, MO	28.77	32.85	73.23	42.38	2.98	MO	Polk County	12
Polk County, MO	26.19	31.25	71.19	47.19	3.22	MO	Polk County	18
Pulaski County, MO	55.0	78.5	105.0	34.5	1.95	MO	Pulaski County	1
Pulaski County, MO	50.75	61.5	107.25	37.5	2.22	MO	Pulaski County	3
Pulaski County, MO	57.71	57.57	120.57	36.14	2.2	MO	Pulaski County	6
Pulaski County, MO	77.69	72.85	136.31	31.92	1.89	MO	Pulaski County	12
Pulaski County, MO	76.88	73.12	131.81	30.38	1.83	MO	Pulaski County	18
Putnam County, MO	3.0	7.0	18.0	466.5	6.4	MO	Putnam County	1
Putnam County, MO	3.0	7.0	18.0	466.5	6.4	MO	Putnam County	3
Putnam County, MO	4.4	3.8	19.4	221.0	4.86	MO	Putnam County	6
Putnam County, MO	4.45	6.09	21.73	130.55	5.36	MO	Putnam County	12
Putnam County, MO	4.07	6.31	20.86	139.64	6.37	MO	Putnam County	18
Ralls County, MO	7.0	4.5	15.5	48.5	2.5	MO	Ralls County	1
Ralls County, MO	6.25	6.0	16.5	47.25	2.82	MO	Ralls County	3
Ralls County, MO	7.43	6.71	19.0	58.29	2.87	MO	Ralls County	6
Ralls County, MO	10.0	9.92	23.77	55.92	2.62	MO	Ralls County	12
Ralls County, MO	8.94	9.12	22.0	59.44	2.76	MO	Ralls County	18
Randolph County, MO	14.5	20.0	31.0	1.0	2.2	MO	Randolph County	1
Randolph County, MO	10.75	16.25	25.5	1.25	2.55	MO	Randolph County	3
Randolph County, MO	11.29	14.57	23.0	5.14	2.19	MO	Randolph County	6
Randolph County, MO	14.31	17.08	20.31	9.92	1.7	MO	Randolph County	12
Randolph County, MO	14.19	16.06	20.12	15.69	1.65	MO	Randolph County	18
Ray County, MO	17.0	21.5		28.0	2.5	MO	Ray County	1
Ray County, MO	17.25	20.25		27.0	2.55	MO	Ray County	3
Ray County, MO	19.86	21.43		33.86	2.53	MO	Ray County	6
Ray County, MO	24.46	27.69		29.38	2.24	MO	Ray County	12
Ray County, MO	24.31	27.06		30.81	2.14	MO	Ray County	18
Reynolds County, MO	1.0	5.0	10.0	207.0	10.0	MO	Reynolds County	1
Reynolds County, MO	2.67	2.33	7.33	109.33	4.83	MO	Reynolds County	3
Reynolds County, MO	2.4	3.0	9.6	85.2	6.1	MO	Reynolds County	6
Reynolds County, MO	3.27	4.33	10.0	65.82	4.75	MO	Reynolds County	12
Reynolds County, MO	3.31	3.91	9.69	73.92	4.38	MO	Reynolds County	18
Ripley County, MO	11.0	11.5	29.0	76.5	2.7	MO	Ripley County	1
Ripley County, MO	8.75	11.0	32.5	79.25	4.25	MO	Ripley County	3
Ripley County, MO	8.57	10.57	38.14	75.57	4.93	MO	Ripley County	6
Ripley County, MO	9.08	13.15	39.15	60.85	4.6	MO	Ripley County	12
Ripley County, MO	9.0	12.25	36.25	61.25	4.41	MO	Ripley County	18
Saline County, MO	20.5	20.0	50.5	68.0	2.45	MO	Saline County	1
Saline County, MO	18.0	19.75	56.25	73.75	3.22	MO	Saline County	3
Saline County, MO	16.0	18.43	60.0	62.43	4.03	MO	Saline County	6
Saline County, MO	17.85	22.0	60.46	56.62	3.6	MO	Saline County	12
Saline County, MO	17.62	21.19	57.38	58.19	3.42	MO	Saline County	18
Schuyler County, MO	2.0	2.0	6.0	63.0	3.0	MO	Schuyler County	1
Schuyler County, MO	2.0	2.0	6.0	63.0	3.0	MO	Schuyler County	3
Schuyler County, MO	2.2	3.0	5.8	44.6	2.7	MO	Schuyler County	6
Schuyler County, MO	2.0	2.22	4.3	61.6	2.2	MO	Schuyler County	12
Schuyler County, MO	2.0	2.1	4.64	65.91	2.36	MO	Schuyler County	18
Scotland County, MO	1.0		3.0	179.0	3.0	MO	Scotland County	1
Scotland County, MO	1.0		3.0	179.0	3.0	MO	Scotland County	3
Scotland County, MO	1.0		2.0	97.0	2.0	MO	Scotland County	6
Scotland County, MO	1.0		2.0	88.67	2.0	MO	Scotland County	12
Scotland County, MO	1.0		2.0	88.67	2.0	MO	Scotland County	18
Scott County, MO	21.0	24.0	63.0	56.5	3.0	MO	Scott County	1
Scott County, MO	22.5	22.75	61.5	55.0	2.75	MO	Scott County	3
Scott County, MO	19.0	25.86	76.71	52.29	4.51	MO	Scott County	6
Scott County, MO	22.62	23.77	59.31	48.15	3.09	MO	Scott County	12
Scott County, MO	21.5	21.88	53.44	49.62	2.83	MO	Scott County	18
Shannon County, MO	1.0	5.0	9.0	5.5	9.0	MO	Shannon County	1
Shannon County, MO	1.0	3.67	8.33	21.33	8.33	MO	Shannon County	3
Shannon County, MO	1.67	2.83	10.17	44.0	8.3	MO	Shannon County	6
Shannon County, MO	2.33	4.0	12.75	76.33	8.21	MO	Shannon County	12
Shannon County, MO	2.4	3.6	12.87	89.33	7.62	MO	Shannon County	18
Shelby County, MO	4.0	5.0	5.5	61.5	1.4	MO	Shelby County	1
Shelby County, MO	3.25	3.33	6.0	60.0	2.02	MO	Shelby County	3
Shelby County, MO	3.0	2.83	7.43	62.43	4.09	MO	Shelby County	6
Shelby County, MO	3.31	4.0	8.15	372.75	4.06	MO	Shelby County	12
Shelby County, MO	3.12	4.0	7.0	372.75	3.52	MO	Shelby County	18
St. Charles County, MO	405.0	433.0	430.0	8.0	1.05	MO	St. Charles County	1
St. Charles County, MO	348.0	376.25	431.5	14.5	1.27	MO	St. Charles County	3
St. Charles County, MO	388.29	362.43	490.71	13.43	1.29	MO	St. Charles County	6
St. Charles County, MO	481.85	467.62	501.38	9.92	1.09	MO	St. Charles County	12
St. Charles County, MO	458.62	452.31	464.56	9.06	1.05	MO	St. Charles County	18
St. Clair County, MO	5.0	4.0	12.0	52.0	2.5	MO	St. Clair County	1
St. Clair County, MO	4.5	5.25	13.5	57.5	3.12	MO	St. Clair County	3
St. Clair County, MO	4.71	5.29	15.57	47.14	3.64	MO	St. Clair County	6
St. Clair County, MO	6.31	7.85	17.23	42.08	3.1	MO	St. Clair County	12
St. Clair County, MO	6.25	7.5	17.31	56.0	3.08	MO	St. Clair County	18
St. Francois County, MO	72.5	64.5	141.5	64.5	1.95	MO	St. Francois County	1
St. Francois County, MO	58.75	60.5	155.0	60.5	2.88	MO	St. Francois County	3
St. Francois County, MO	60.43	61.0	174.71	54.14	3.04	MO	St. Francois County	6
St. Francois County, MO	65.92	70.69	167.69	47.85	2.67	MO	St. Francois County	12
St. Francois County, MO	64.62	68.62	160.62	48.0	2.59	MO	St. Francois County	18
St. Louis City County, MO	325.0	439.0	626.5	22.0	1.95	MO	St. Louis City County	1
St. Louis City County, MO	278.25	365.25	623.75	29.5	2.33	MO	St. Louis City County	3
St. Louis City County, MO	303.71	353.14	685.14	25.71	2.3	MO	St. Louis City County	6
St. Louis City County, MO	373.23	429.0	710.08	19.23	2.0	MO	St. Louis City County	12
St. Louis City County, MO	368.88	422.0	679.12	20.44	1.92	MO	St. Louis City County	18
St. Louis County, MO	1048.5	1223.0	1220.0	14.0	1.15	MO	St. Louis County	1
St. Louis County, MO	875.75	1026.5	1217.0	21.0	1.45	MO	St. Louis County	3
St. Louis County, MO	959.71	978.43	1391.29	19.29	1.49	MO	St. Louis County	6
St. Louis County, MO	1179.85	1234.54	1496.08	13.92	1.32	MO	St. Louis County	12
St. Louis County, MO	1148.75	1204.12	1415.94	14.5	1.27	MO	St. Louis County	18
Ste. Genevieve County, MO	12.0	11.0	23.0	60.5	2.0	MO	Ste. Genevieve County	1
Ste. Genevieve County, MO	9.5	10.0	25.5	51.5	3.45	MO	Ste. Genevieve County	3
Ste. Genevieve County, MO	11.14	10.86	28.14	42.71	3.01	MO	Ste. Genevieve County	6
Ste. Genevieve County, MO	12.77	13.08	29.08	35.46	2.62	MO	Ste. Genevieve County	12
Ste. Genevieve County, MO	12.25	12.81	27.19	36.25	2.51	MO	Ste. Genevieve County	18
Stoddard County, MO	18.0	21.0	62.5	73.0	3.5	MO	Stoddard County	1
Stoddard County, MO	17.75	21.25	65.0	71.5	3.68	MO	Stoddard County	3
Stoddard County, MO	15.57	25.57	66.86	59.29	5.09	MO	Stoddard County	6
Stoddard County, MO	18.69	17.38	44.69	67.15	3.15	MO	Stoddard County	12
Stoddard County, MO	18.44	15.5	39.12	66.12	2.72	MO	Stoddard County	18
Stone County, MO	58.0	107.5	247.5	63.0	4.35	MO	Stone County	1
Stone County, MO	52.5	84.25	228.25	58.0	4.45	MO	Stone County	3
Stone County, MO	59.43	76.43	237.86	50.57	4.14	MO	Stone County	6
Stone County, MO	65.62	97.77	247.46	43.54	4.02	MO	Stone County	12
Stone County, MO	60.06	90.19	227.56	47.31	4.04	MO	Stone County	18
Sullivan County, MO	3.5	5.5	12.0	33.0	4.05	MO	Sullivan County	1
Sullivan County, MO	2.75	4.25	12.75	67.25	5.4	MO	Sullivan County	3
Sullivan County, MO	2.5	4.4	13.33	64.67	6.65	MO	Sullivan County	6
Sullivan County, MO	3.08	4.27	11.92	113.0	5.2	MO	Sullivan County	12
Sullivan County, MO	2.87	3.79	11.4	110.67	5.36	MO	Sullivan County	18
Taney County, MO	119.0	134.5	320.0	45.0	2.75	MO	Taney County	1
Taney County, MO	95.0	118.25	311.25	39.0	3.5	MO	Taney County	3
Taney County, MO	104.29	116.57	346.29	38.71	3.46	MO	Taney County	6
Taney County, MO	116.54	148.46	361.62	36.08	3.28	MO	Taney County	12
Taney County, MO	106.75	138.62	346.0	41.38	3.49	MO	Taney County	18
Texas County, MO	20.5	23.5	76.0	47.0	3.75	MO	Texas County	1
Texas County, MO	17.0	24.0	77.75	69.0	4.85	MO	Texas County	3
Texas County, MO	18.86	21.57	83.86	64.0	4.71	MO	Texas County	6
Texas County, MO	20.46	28.62	88.15	52.08	4.46	MO	Texas County	12
Texas County, MO	19.88	27.06	82.0	55.31	4.33	MO	Texas County	18
Vernon County, MO	15.0	25.0	36.5	41.5	2.4	MO	Vernon County	1
Vernon County, MO	16.5	19.5	34.5	50.5	2.15	MO	Vernon County	3
Vernon County, MO	15.57	18.14	38.29	39.29	2.63	MO	Vernon County	6
Vernon County, MO	18.0	21.62	39.31	31.15	2.37	MO	Vernon County	12
Vernon County, MO	17.5	21.25	36.19	30.31	2.2	MO	Vernon County	18
Warren County, MO	40.0	51.0	64.5	15.5	1.65	MO	Warren County	1
Warren County, MO	34.25	41.75	65.0	26.75	2.22	MO	Warren County	3
Warren County, MO	39.14	37.29	73.43	23.86	2.1	MO	Warren County	6
Warren County, MO	47.77	49.38	80.92	19.92	1.85	MO	Warren County	12
Warren County, MO	47.19	47.62	73.38	17.62	1.67	MO	Warren County	18
Washington County, MO	13.0	16.0	46.5	56.0	3.65	MO	Washington County	1
Washington County, MO	10.5	14.25	43.5	49.0	4.5	MO	Washington County	3
Washington County, MO	13.0	13.0	44.29	50.57	3.77	MO	Washington County	6
Washington County, MO	15.62	17.85	49.31	48.62	3.51	MO	Washington County	12
Washington County, MO	15.38	17.06	46.44	49.19	3.36	MO	Washington County	18
Wayne County, MO	7.0	7.0	29.5	67.0	4.2	MO	Wayne County	1
Wayne County, MO	5.25	7.25	31.75	91.5	7.0	MO	Wayne County	3
Wayne County, MO	5.29	6.86	33.43	81.43	7.9	MO	Wayne County	6
Wayne County, MO	5.85	8.23	30.77	69.69	6.49	MO	Wayne County	12
Wayne County, MO	6.5	7.62	29.31	68.56	5.79	MO	Wayne County	18
Webster County, MO	35.0	38.5	69.5	35.5	2.0	MO	Webster County	1
Webster County, MO	31.0	39.75	76.0	35.5	2.52	MO	Webster County	3
Webster County, MO	32.29	39.43	81.71	28.0	2.57	MO	Webster County	6
Webster County, MO	37.62	47.0	80.92	27.92	2.28	MO	Webster County	12
Webster County, MO	34.56	43.88	75.81	32.31	2.33	MO	Webster County	18
Worth County, MO	1.0		2.0	237.0	2.0	MO	Worth County	3
Worth County, MO	1.0		2.0	237.0	2.0	MO	Worth County	6
Worth County, MO	1.33		1.33	127.67	1.17	MO	Worth County	12
Worth County, MO	1.33		1.33	127.67	1.17	MO	Worth County	18
Wright County, MO	15.5	27.0	50.5	68.5	3.25	MO	Wright County	1
Wright County, MO	14.25	21.75	49.5	52.25	3.6	MO	Wright County	3
Wright County, MO	16.29	19.86	55.14	46.71	3.57	MO	Wright County	6
Wright County, MO	19.31	25.69	60.23	39.69	3.36	MO	Wright County	12
Wright County, MO	18.06	23.81	56.81	47.88	3.36	MO	Wright County	18
Adams County, MS	3.0	23.0	101.0	9.0	33.7	MS	Adams County	1
Adams County, MS	3.0	19.0	88.5	18.5	29.5	MS	Adams County	3
Adams County, MS	2.33	16.33	73.33	24.67	34.0	MS	Adams County	6
Adams County, MS	2.33	16.33	73.33	24.67	34.0	MS	Adams County	12
Adams County, MS	2.0	16.33	73.33	62.5	34.0	MS	Adams County	18
Alcorn County, MS	1.0			4.0		MS	Alcorn County	1
Alcorn County, MS	1.33	1.0	1.5	99.67	1.25	MS	Alcorn County	3
Alcorn County, MS	1.33	1.0	1.5	99.67	1.25	MS	Alcorn County	6
Alcorn County, MS	1.17	1.33	2.0	88.0	1.9	MS	Alcorn County	12
Alcorn County, MS	1.38	1.2	2.29	91.5	1.79	MS	Alcorn County	18
Amite County, MS	1.0		7.0	221.0	7.0	MS	Amite County	1
