county_qualified_name	homes_sold_redfin	new_listings_redfin	inventory_redfin	median_dom_redfin	months_of_supply_redfin	state_code	county_name	months_averaged_redfin	Total Comps	For Sale Comps (All)	Sold Comps (All)	Sold Comps (6m)	Sold Comps (3m)	Listed Comps (12m)	Listed Comps (6m)	Listed Comps (3m)	Sold-For Sale Ratio	Sold-Listed Ratio (12m)	Sold-Listed Ratio (6m)	Sold-Listed Ratio (3m)	Parcels on Market Ratio	Total DataTree Parcels	Total Out of State Owner Parcels	Total Out of County Owner Parcels	Out of State to Total Ratio	Out of County to Total Ratio	Coefficient of Variation	Coefficient of Variation (6m)	Coefficient of Variation (3m)	Days on Market	MoM Price Change %	Economic Rank	Economic Score	Population	Population Change (2010-2019)	Population Change %	Population-Sq Mile	property_count
Lane County, KS	1.0	1.0	1.0	126.0	1.0	KS	Lane County	12	19	18	1	0	0	3	3	2	0.06	0.33	0.0	0.0	0.008	2147	337	1069	0.157	0.498	0.06	0.04	0.04	52.7		1635.0	-0.18	1535	-201	-13.1	2.1	3,682
Lane County, KS	1.0	1.0	1.0	120.75	1.0	KS	Lane County	18	19	18	1	0	0	3	3	2	0.06	0.33	0.0	0.0	0.008	2147	337	1069	0.157	0.498	0.06	0.04	0.04	52.7		1635.0	-0.18	1535	-201	-13.1	2.1	3,682
Lincoln County, KS	1.0	8.0	11.0	27.0	11.0	KS	Lincoln County	1	76	68	8	0	0	8	6	3	0.12	1.0	0.0	0.0	0.024	2848	389	1264	0.137	0.444	0.19	0.19	0.19	99.8	-3.21	1990.0	-0.48	2962	-282	-9.5	4.1	5,380
Lincoln County, KS	2.0	4.67	8.0	475.33	6.77	KS	Lincoln County	3	76	68	8	0	0	8	6	3	0.12	1.0	0.0	0.0	0.024	2848	389	1264	0.137	0.444	0.19	0.19	0.19	99.8	-3.21	1990.0	-0.48	2962	-282	-9.5	4.1	5,380
Lincoln County, KS	1.6	4.5	7.2	300.2	6.46	KS	Lincoln County	6	76	68	8	0	0	8	6	3	0.12	1.0	0.0	0.0	0.024	2848	389	1264	0.137	0.444	0.19	0.19	0.19	99.8	-3.21	1990.0	-0.48	2962	-282	-9.5	4.1	5,380
Lincoln County, KS	2.18	3.67	6.73	182.09	5.56	KS	Lincoln County	12	76	68	8	0	0	8	6	3	0.12	1.0	0.0	0.0	0.024	2848	389	1264	0.137	0.444	0.19	0.19	0.19	99.8	-3.21	1990.0	-0.48	2962	-282	-9.5	4.1	5,380
Lincoln County, KS	2.18	3.67	6.73	182.09	5.56	KS	Lincoln County	18	76	68	8	0	0	8	6	3	0.12	1.0	0.0	0.0	0.024	2848	389	1264	0.137	0.444	0.19	0.19	0.19	99.8	-3.21	1990.0	-0.48	2962	-282	-9.5	4.1	5,380
Logan County, KS	1.0	1.0	6.5	152.0	6.5	KS	Logan County	6	16	13	3	0	0	0	0	0	0.23	3.0	0.0	0.0	0.005	2572	531	1515	0.206	0.589	0.03	0.02	0.02			2289.0	-0.8	2794	20	0.7	2.6	4,446
Logan County, KS	2.38	2.83	8.12	86.38	5.06	KS	Logan County	12	16	13	3	0	0	0	0	0	0.23	3.0	0.0	0.0	0.005	2572	531	1515	0.206	0.589	0.03	0.02	0.02			2289.0	-0.8	2794	20	0.7	2.6	4,446
Logan County, KS	2.27	2.78	7.55	99.0	4.62	KS	Logan County	18	16	13	3	0	0	0	0	0	0.23	3.0	0.0	0.0	0.005	2572	531	1515	0.206	0.589	0.03	0.02	0.02			2289.0	-0.8	2794	20	0.7	2.6	4,446
Lyon County, KS	26.0	35.5	26.0	10.0	1.0	KS	Lyon County	1	224	213	11	0	0	28	18	16	0.05	0.39	0.0	0.0	0.047	4503	381	1125	0.085	0.25	0.51	0.51	0.51	326.9	14.56	1397.0	0.0	33195	-453	-1.4	38.8	17,097
Lyon County, KS	20.0	28.0	25.5	15.75	1.5	KS	Lyon County	3	224	213	11	0	0	28	18	16	0.05	0.39	0.0	0.0	0.047	4503	381	1125	0.085	0.25	0.51	0.51	0.51	326.9	14.56	1397.0	0.0	33195	-453	-1.4	38.8	17,097
Lyon County, KS	22.43	24.43	26.86	19.29	1.33	KS	Lyon County	6	224	213	11	0	0	28	18	16	0.05	0.39	0.0	0.0	0.047	4503	381	1125	0.085	0.25	0.51	0.51	0.51	326.9	14.56	1397.0	0.0	33195	-453	-1.4	38.8	17,097
Lyon County, KS	30.85	31.69	47.15	31.85	1.55	KS	Lyon County	12	224	213	11	0	0	28	18	16	0.05	0.39	0.0	0.0	0.047	4503	381	1125	0.085	0.25	0.51	0.51	0.51	326.9	14.56	1397.0	0.0	33195	-453	-1.4	38.8	17,097
Lyon County, KS	29.62	31.12	49.38	36.31	1.76	KS	Lyon County	18	224	213	11	0	0	28	18	16	0.05	0.39	0.0	0.0	0.047	4503	381	1125	0.085	0.25	0.51	0.51	0.51	326.9	14.56	1397.0	0.0	33195	-453	-1.4	38.8	17,097
Marion County, KS	4.5	5.5	10.5	56.0	2.75	KS	Marion County	1	121	114	7	0	0	42	41	40	0.06	0.17	0.0	0.0	0.02	5749	419	1873	0.073	0.326	0.32	0.34	0.34	35.2	-13.69	1739.0	-0.26	11884	-787	-6.6	12.5	12,226
Marion County, KS	4.5	5.5	10.5	56.0	2.75	KS	Marion County	3	121	114	7	0	0	42	41	40	0.06	0.17	0.0	0.0	0.02	5749	419	1873	0.073	0.326	0.32	0.34	0.34	35.2	-13.69	1739.0	-0.26	11884	-787	-6.6	12.5	12,226
Marion County, KS	4.5	5.5	10.5	56.0	2.75	KS	Marion County	6	121	114	7	0	0	42	41	40	0.06	0.17	0.0	0.0	0.02	5749	419	1873	0.073	0.326	0.32	0.34	0.34	35.2	-13.69	1739.0	-0.26	11884	-787	-6.6	12.5	12,226
Marion County, KS	3.0	3.25	6.0	46.0	2.0	KS	Marion County	12	121	114	7	0	0	42	41	40	0.06	0.17	0.0	0.0	0.02	5749	419	1873	0.073	0.326	0.32	0.34	0.34	35.2	-13.69	1739.0	-0.26	11884	-787	-6.6	12.5	12,226
Marion County, KS	2.6	3.25	6.0	46.4	2.0	KS	Marion County	18	121	114	7	0	0	42	41	40	0.06	0.17	0.0	0.0	0.02	5749	419	1873	0.073	0.326	0.32	0.34	0.34	35.2	-13.69	1739.0	-0.26	11884	-787	-6.6	12.5	12,226
Marshall County, KS	1.0	1.0	4.5	73.5	4.5	KS	Marshall County	1	31	24	7	0	0	1	1	1	0.29	7.0	0.0	0.0	0.006	4328	555	1268	0.128	0.293	0.07	0.05	0.05	320.0	14.94	2210.0	-0.7	9707	-404	-4.2	10.7	9,805
Marshall County, KS	1.0	1.0	4.5	73.5	4.5	KS	Marshall County	3	31	24	7	0	0	1	1	1	0.29	7.0	0.0	0.0	0.006	4328	555	1268	0.128	0.293	0.07	0.05	0.05	320.0	14.94	2210.0	-0.7	9707	-404	-4.2	10.7	9,805
Marshall County, KS	1.0	1.0	4.0	97.75	4.0	KS	Marshall County	6	31	24	7	0	0	1	1	1	0.29	7.0	0.0	0.0	0.006	4328	555	1268	0.128	0.293	0.07	0.05	0.05	320.0	14.94	2210.0	-0.7	9707	-404	-4.2	10.7	9,805
Marshall County, KS	1.38	1.67	3.38	78.62	3.15	KS	Marshall County	12	31	24	7	0	0	1	1	1	0.29	7.0	0.0	0.0	0.006	4328	555	1268	0.128	0.293	0.07	0.05	0.05	320.0	14.94	2210.0	-0.7	9707	-404	-4.2	10.7	9,805
Marshall County, KS	1.44	1.67	3.11	93.0	2.86	KS	Marshall County	18	31	24	7	0	0	1	1	1	0.29	7.0	0.0	0.0	0.006	4328	555	1268	0.128	0.293	0.07	0.05	0.05	320.0	14.94	2210.0	-0.7	9707	-404	-4.2	10.7	9,805
McPherson County, KS	27.5	36.5	38.0	19.5	1.4	KS	McPherson County	1	162	150	12	0	0	34	18	15	0.08	0.35	0.0	0.0	0.027	5601	628	1979	0.112	0.353	0.22	0.2	0.2	270.2	13.03	2420.0	-0.96	28542	-586	-2.1	31.7	17,577
McPherson County, KS	28.25	30.75	41.25	71.0	1.78	KS	McPherson County	3	162	150	12	0	0	34	18	15	0.08	0.35	0.0	0.0	0.027	5601	628	1979	0.112	0.353	0.22	0.2	0.2	270.2	13.03	2420.0	-0.96	28542	-586	-2.1	31.7	17,577
McPherson County, KS	29.14	28.71	51.0	56.0	1.93	KS	McPherson County	6	162	150	12	0	0	34	18	15	0.08	0.35	0.0	0.0	0.027	5601	628	1979	0.112	0.353	0.22	0.2	0.2	270.2	13.03	2420.0	-0.96	28542	-586	-2.1	31.7	17,577
McPherson County, KS	30.92	32.46	52.38	46.38	1.84	KS	McPherson County	12	162	150	12	0	0	34	18	15	0.08	0.35	0.0	0.0	0.027	5601	628	1979	0.112	0.353	0.22	0.2	0.2	270.2	13.03	2420.0	-0.96	28542	-586	-2.1	31.7	17,577
McPherson County, KS	30.12	32.19	55.06	46.75	1.99	KS	McPherson County	18	162	150	12	0	0	34	18	15	0.08	0.35	0.0	0.0	0.027	5601	628	1979	0.112	0.353	0.22	0.2	0.2	270.2	13.03	2420.0	-0.96	28542	-586	-2.1	31.7	17,577
Meade County, KS	1.71	1.5	3.4	105.0	2.56	KS	Meade County	12	20	13	7	0	0	0	0	0	0.54	7.0	0.0	0.0	0.004	3086	524	1161	0.17	0.376	0.04	0.03	0.03			1095.0	0.29	4033	-563	-14.0	4.1	5,332
Meade County, KS	1.56	1.5	3.43	103.56	2.83	KS	Meade County	18	20	13	7	0	0	0	0	0	0.54	7.0	0.0	0.0	0.004	3086	524	1161	0.17	0.376	0.04	0.03	0.03			1095.0	0.29	4033	-563	-14.0	4.1	5,332
Mitchell County, KS	1.0	4.0	9.0	154.0	9.0	KS	Mitchell County	1	22	16	6	0	0	0	0	0	0.38	6.0	0.0	0.0	0.004	3635	442	1358	0.122	0.374	0.08	0.06	0.06		0.0	1062.0	0.31	5979	-357	-6.0	8.3	7,440
Mitchell County, KS	2.0	2.5	8.0	115.33	5.07	KS	Mitchell County	3	22	16	6	0	0	0	0	0	0.38	6.0	0.0	0.0	0.004	3635	442	1358	0.122	0.374	0.08	0.06	0.06		0.0	1062.0	0.31	5979	-357	-6.0	8.3	7,440
Mitchell County, KS	2.17	3.75	10.5	102.17	6.5	KS	Mitchell County	6	22	16	6	0	0	0	0	0	0.38	6.0	0.0	0.0	0.004	3635	442	1358	0.122	0.374	0.08	0.06	0.06		0.0	1062.0	0.31	5979	-357	-6.0	8.3	7,440
Mitchell County, KS	1.89	3.14	9.22	86.67	6.22	KS	Mitchell County	12	22	16	6	0	0	0	0	0	0.38	6.0	0.0	0.0	0.004	3635	442	1358	0.122	0.374	0.08	0.06	0.06		0.0	1062.0	0.31	5979	-357	-6.0	8.3	7,440
Mitchell County, KS	1.91	3.14	8.4	95.55	5.63	KS	Mitchell County	18	22	16	6	0	0	0	0	0	0.38	6.0	0.0	0.0	0.004	3635	442	1358	0.122	0.374	0.08	0.06	0.06		0.0	1062.0	0.31	5979	-357	-6.0	8.3	7,440
Montgomery County, KS	33.0	52.5	96.0	56.0	2.9	KS	Montgomery County	1	653	546	107	0	0	56	50	39	0.2	1.91	0.0	0.0	0.09	6068	1128	1748	0.186	0.288	0.37	0.38	0.38	98.6	-3.89	1935.0	-0.44	31829	-3520	-11.1	48.9	23,367
Montgomery County, KS	26.25	42.0	88.5	61.25	3.52	KS	Montgomery County	3	653	546	107	0	0	56	50	39	0.2	1.91	0.0	0.0	0.09	6068	1128	1748	0.186	0.288	0.37	0.38	0.38	98.6	-3.89	1935.0	-0.44	31829	-3520	-11.1	48.9	23,367
Montgomery County, KS	26.43	35.29	91.86	62.57	3.57	KS	Montgomery County	6	653	546	107	0	0	56	50	39	0.2	1.91	0.0	0.0	0.09	6068	1128	1748	0.186	0.288	0.37	0.38	0.38	98.6	-3.89	1935.0	-0.44	31829	-3520	-11.1	48.9	23,367
Montgomery County, KS	38.15	42.31	99.31	63.54	2.98	KS	Montgomery County	12	653	546	107	0	0	56	50	39	0.2	1.91	0.0	0.0	0.09	6068	1128	1748	0.186	0.288	0.37	0.38	0.38	98.6	-3.89	1935.0	-0.44	31829	-3520	-11.1	48.9	23,367
Montgomery County, KS	37.12	42.12	100.56	64.19	3.04	KS	Montgomery County	18	653	546	107	0	0	56	50	39	0.2	1.91	0.0	0.0	0.09	6068	1128	1748	0.186	0.288	0.37	0.38	0.38	98.6	-3.89	1935.0	-0.44	31829	-3520	-11.1	48.9	23,367
Morton County, KS	1.5	1.0	1.5	25.0	1.25	KS	Morton County	1	34	25	9	0	0	0	0	0	0.36	9.0	0.0	0.0	0.008	3035	902	1764	0.297	0.581	0.06	0.06	0.06		-2.22	2274.0	-0.78	2587	-653	-25.2	3.5	5,093
Morton County, KS	1.33	2.0	2.0	40.0	1.83	KS	Morton County	3	34	25	9	0	0	0	0	0	0.36	9.0	0.0	0.0	0.008	3035	902	1764	0.297	0.581	0.06	0.06	0.06		-2.22	2274.0	-0.78	2587	-653	-25.2	3.5	5,093
Morton County, KS	1.8	2.0	2.6	61.8	1.74	KS	Morton County	6	34	25	9	0	0	0	0	0	0.36	9.0	0.0	0.0	0.008	3035	902	1764	0.297	0.581	0.06	0.06	0.06		-2.22	2274.0	-0.78	2587	-653	-25.2	3.5	5,093
Morton County, KS	2.3	2.29	4.7	71.1	2.93	KS	Morton County	12	34	25	9	0	0	0	0	0	0.36	9.0	0.0	0.0	0.008	3035	902	1764	0.297	0.581	0.06	0.06	0.06		-2.22	2274.0	-0.78	2587	-653	-25.2	3.5	5,093
Morton County, KS	2.25	2.33	4.83	74.92	3.19	KS	Morton County	18	34	25	9	0	0	0	0	0	0.36	9.0	0.0	0.0	0.008	3035	902	1764	0.297	0.581	0.06	0.06	0.06		-2.22	2274.0	-0.78	2587	-653	-25.2	3.5	5,093
Nemaha County, KS	3.5	5.0	10.0	5.5	2.9	KS	Nemaha County	1	30	20	10	0	0	2	2	2	0.5	5.0	0.0	0.0	0.005	3664	221	821	0.06	0.224	0.04	0.03	0.03	20.0	0.0	3029.0	-2.07	10231	72	0.7	14.2	8,640
Nemaha County, KS	4.0	3.67	8.33	11.0	2.27	KS	Nemaha County	3	30	20	10	0	0	2	2	2	0.5	5.0	0.0	0.0	0.005	3664	221	821	0.06	0.224	0.04	0.03	0.03	20.0	0.0	3029.0	-2.07	10231	72	0.7	14.2	8,640
Nemaha County, KS	3.2	3.2	7.4	36.2	3.1	KS	Nemaha County	6	30	20	10	0	0	2	2	2	0.5	5.0	0.0	0.0	0.005	3664	221	821	0.06	0.224	0.04	0.03	0.03	20.0	0.0	3029.0	-2.07	10231	72	0.7	14.2	8,640
Nemaha County, KS	3.0	3.0	7.45	51.18	3.39	KS	Nemaha County	12	30	20	10	0	0	2	2	2	0.5	5.0	0.0	0.0	0.005	3664	221	821	0.06	0.224	0.04	0.03	0.03	20.0	0.0	3029.0	-2.07	10231	72	0.7	14.2	8,640
Nemaha County, KS	3.0	3.21	7.21	60.07	3.45	KS	Nemaha County	18	30	20	10	0	0	2	2	2	0.5	5.0	0.0	0.0	0.005	3664	221	821	0.06	0.224	0.04	0.03	0.03	20.0	0.0	3029.0	-2.07	10231	72	0.7	14.2	8,640
Neosho County, KS	6.5	14.5	30.0	54.0	4.9	KS	Neosho County	1	142	132	10	0	0	14	7	4	0.08	0.71	0.0	0.0	0.033	3986	339	988	0.085	0.248	0.34	0.33	0.33	141.2	1.75	1811.0	-0.33	16007	-468	-2.9	27.7	12,031
Neosho County, KS	7.75	12.5	29.5	71.0	4.38	KS	Neosho County	3	142	132	10	0	0	14	7	4	0.08	0.71	0.0	0.0	0.033	3986	339	988	0.085	0.248	0.34	0.33	0.33	141.2	1.75	1811.0	-0.33	16007	-468	-2.9	27.7	12,031
Neosho County, KS	9.14	11.29	32.71	62.86	4.1	KS	Neosho County	6	142	132	10	0	0	14	7	4	0.08	0.71	0.0	0.0	0.033	3986	339	988	0.085	0.248	0.34	0.33	0.33	141.2	1.75	1811.0	-0.33	16007	-468	-2.9	27.7	12,031
Neosho County, KS	12.08	14.0	34.85	66.85	3.45	KS	Neosho County	12	142	132	10	0	0	14	7	4	0.08	0.71	0.0	0.0	0.033	3986	339	988	0.085	0.248	0.34	0.33	0.33	141.2	1.75	1811.0	-0.33	16007	-468	-2.9	27.7	12,031
Neosho County, KS	11.88	13.88	35.75	70.81	3.54	KS	Neosho County	18	142	132	10	0	0	14	7	4	0.08	0.71	0.0	0.0	0.033	3986	339	988	0.085	0.248	0.34	0.33	0.33	141.2	1.75	1811.0	-0.33	16007	-468	-2.9	27.7	12,031
Ness County, KS	1.0	1.0	1.33	96.67	1.33	KS	Ness County	6	47	47	0	0	0	1	1	1	0.0	0.0	0.0	0.0	0.012	3768	571	1650	0.152	0.438	0.1	0.1	0.1	66.0	0.93	2255.0	-0.75	2750	-354	-12.9	2.6	6,026
Ness County, KS	1.29	1.0	1.83	75.29	1.83	KS	Ness County	12	47	47	0	0	0	1	1	1	0.0	0.0	0.0	0.0	0.012	3768	571	1650	0.152	0.438	0.1	0.1	0.1	66.0	0.93	2255.0	-0.75	2750	-354	-12.9	2.6	6,026
Ness County, KS	1.33	1.67	2.0	74.78	1.81	KS	Ness County	18	47	47	0	0	0	1	1	1	0.0	0.0	0.0	0.0	0.012	3768	571	1650	0.152	0.438	0.1	0.1	0.1	66.0	0.93	2255.0	-0.75	2750	-354	-12.9	2.6	6,026
Norton County, KS	1.0	1.0	2.0	91.0	2.0	KS	Norton County	1	26	19	7	0	0	0	0	0	0.37	7.0	0.0	0.0	0.006	3018	467	1234	0.155	0.409	0.13	0.06	0.06		0.0	470.0	1.22	5361	-303	-5.7	6.1	6,329
Norton County, KS	1.0	1.0	2.0	91.0	2.0	KS	Norton County	3	26	19	7	0	0	0	0	0	0.37	7.0	0.0	0.0	0.006	3018	467	1234	0.155	0.409	0.13	0.06	0.06		0.0	470.0	1.22	5361	-303	-5.7	6.1	6,329
Norton County, KS	1.0	1.0	2.0	91.0	2.0	KS	Norton County	6	26	19	7	0	0	0	0	0	0.37	7.0	0.0	0.0	0.006	3018	467	1234	0.155	0.409	0.13	0.06	0.06		0.0	470.0	1.22	5361	-303	-5.7	6.1	6,329
Norton County, KS	1.0	1.0	2.0	91.0	2.0	KS	Norton County	12	26	19	7	0	0	0	0	0	0.37	7.0	0.0	0.0	0.006	3018	467	1234	0.155	0.409	0.13	0.06	0.06		0.0	470.0	1.22	5361	-303	-5.7	6.1	6,329
Norton County, KS	1.5	1.0	2.0	103.0	2.0	KS	Norton County	18	26	19	7	0	0	0	0	0	0.37	7.0	0.0	0.0	0.006	3018	467	1234	0.155	0.409	0.13	0.06	0.06		0.0	470.0	1.22	5361	-303	-5.7	6.1	6,329
Osage County, KS	12.0	13.5	21.0	44.5	1.75	KS	Osage County	1	637	554	83	6	1	112	63	58	0.15	0.74	0.1	0.02	0.116	4757	299	1561	0.063	0.328	1.16	0.66	0.65	187.0	11.03	1967.0	-0.46	15949	-325	-2.0	22.2	12,366
Osage County, KS	9.75	11.0	19.75	29.25	2.12	KS	Osage County	3	637	554	83	6	1	112	63	58	0.15	0.74	0.1	0.02	0.116	4757	299	1561	0.063	0.328	1.16	0.66	0.65	187.0	11.03	1967.0	-0.46	15949	-325	-2.0	22.2	12,366
Osage County, KS	10.86	10.14	20.29	32.14	1.94	KS	Osage County	6	637	554	83	6	1	112	63	58	0.15	0.74	0.1	0.02	0.116	4757	299	1561	0.063	0.328	1.16	0.66	0.65	187.0	11.03	1967.0	-0.46	15949	-325	-2.0	22.2	12,366
Osage County, KS	13.54	14.69	27.77	39.92	2.14	KS	Osage County	12	637	554	83	6	1	112	63	58	0.15	0.74	0.1	0.02	0.116	4757	299	1561	0.063	0.328	1.16	0.66	0.65	187.0	11.03	1967.0	-0.46	15949	-325	-2.0	22.2	12,366
Osage County, KS	13.0	13.88	27.25	44.38	2.18	KS	Osage County	18	637	554	83	6	1	112	63	58	0.15	0.74	0.1	0.02	0.116	4757	299	1561	0.063	0.328	1.16	0.66	0.65	187.0	11.03	1967.0	-0.46	15949	-325	-2.0	22.2	12,366
Osborne County, KS	1.0		2.0	130.0	2.0	KS	Osborne County	3	45	31	14	0	0	1	1	0	0.45	14.0	0.0	0.0	0.008	3773	398	1642	0.105	0.435	0.05	0.03	0.03	141.0	0.0	1770.0	-0.29	3421	-429	-12.5	3.8	6,560
Osborne County, KS	1.0	1.0	2.0	146.0	2.0	KS	Osborne County	6	45	31	14	0	0	1	1	0	0.45	14.0	0.0	0.0	0.008	3773	398	1642	0.105	0.435	0.05	0.03	0.03	141.0	0.0	1770.0	-0.29	3421	-429	-12.5	3.8	6,560
Osborne County, KS	1.33	1.0	2.0	141.0	2.0	KS	Osborne County	12	45	31	14	0	0	1	1	0	0.45	14.0	0.0	0.0	0.008	3773	398	1642	0.105	0.435	0.05	0.03	0.03	141.0	0.0	1770.0	-0.29	3421	-429	-12.5	3.8	6,560
Osborne County, KS	1.33	1.0	2.0	141.0	2.0	KS	Osborne County	18	45	31	14	0	0	1	1	0	0.45	14.0	0.0	0.0	0.008	3773	398	1642	0.105	0.435	0.05	0.03	0.03	141.0	0.0	1770.0	-0.29	3421	-429	-12.5	3.8	6,560
Ottawa County, KS	5.0	7.0	12.0	80.5	4.15	KS	Ottawa County	1	155	140	15	0	0	1	1	1	0.11	15.0	0.0	0.0	0.039	3580	425	1551	0.119	0.433	0.18	0.17	0.17	32.0	-0.1	2386.0	-0.91	5704	-392	-6.9	7.9	6,636
Ottawa County, KS	5.0	7.0	12.0	80.5	4.15	KS	Ottawa County	1	155	140	15	0	0	1	1	1	0.11	15.0	0.0	0.0	0.039	3580	425	1551	0.119	0.433	0.18	0.17	0.17	32.0	-0.1	2386.0	-0.91	5704	-392	-6.9	7.9	6,470
Ottawa County, KS	4.5	6.0	13.75	125.0	4.12	KS	Ottawa County	3	155	140	15	0	0	1	1	1	0.11	15.0	0.0	0.0	0.039	3580	425	1551	0.119	0.433	0.18	0.17	0.17	32.0	-0.1	2386.0	-0.91	5704	-392	-6.9	7.9	6,636
Ottawa County, KS	4.5	6.0	13.75	125.0	4.12	KS	Ottawa County	3	155	140	15	0	0	1	1	1	0.11	15.0	0.0	0.0	0.039	3580	425	1551	0.119	0.433	0.18	0.17	0.17	32.0	-0.1	2386.0	-0.91	5704	-392	-6.9	7.9	6,470
Ottawa County, KS	3.86	5.14	14.0	109.43	4.54	KS	Ottawa County	6	155	140	15	0	0	1	1	1	0.11	15.0	0.0	0.0	0.039	3580	425	1551	0.119	0.433	0.18	0.17	0.17	32.0	-0.1	2386.0	-0.91	5704	-392	-6.9	7.9	6,636
Ottawa County, KS	3.86	5.14	14.0	109.43	4.54	KS	Ottawa County	6	155	140	15	0	0	1	1	1	0.11	15.0	0.0	0.0	0.039	3580	425	1551	0.119	0.433	0.18	0.17	0.17	32.0	-0.1	2386.0	-0.91	5704	-392	-6.9	7.9	6,470
Ottawa County, KS	3.85	5.0	13.15	91.15	4.52	KS	Ottawa County	12	155	140	15	0	0	1	1	1	0.11	15.0	0.0	0.0	0.039	3580	425	1551	0.119	0.433	0.18	0.17	0.17	32.0	-0.1	2386.0	-0.91	5704	-392	-6.9	7.9	6,636
Ottawa County, KS	3.85	5.0	13.15	91.15	4.52	KS	Ottawa County	12	155	140	15	0	0	1	1	1	0.11	15.0	0.0	0.0	0.039	3580	425	1551	0.119	0.433	0.18	0.17	0.17	32.0	-0.1	2386.0	-0.91	5704	-392	-6.9	7.9	6,470
Ottawa County, KS	3.56	4.44	11.56	83.75	4.21	KS	Ottawa County	18	155	140	15	0	0	1	1	1	0.11	15.0	0.0	0.0	0.039	3580	425	1551	0.119	0.433	0.18	0.17	0.17	32.0	-0.1	2386.0	-0.91	5704	-392	-6.9	7.9	6,636
Ottawa County, KS	3.56	4.44	11.56	83.75	4.21	KS	Ottawa County	18	155	140	15	0	0	1	1	1	0.11	15.0	0.0	0.0	0.039	3580	425	1551	0.119	0.433	0.18	0.17	0.17	32.0	-0.1	2386.0	-0.91	5704	-392	-6.9	7.9	6,470
Phillips County, KS	2.5	2.0	5.5	125.5	3.25	KS	Phillips County	1	55	49	6	0	0	1	1	1	0.12	6.0	0.0	0.0	0.013	3864	591	1153	0.153	0.298	0.12	0.11	0.11	3.0	9.5	1018.0	0.36	5234	-398	-7.6	5.8	7,276
Phillips County, KS	2.0	1.67	4.33	116.0	2.83	KS	Phillips County	3	55	49	6	0	0	1	1	1	0.12	6.0	0.0	0.0	0.013	3864	591	1153	0.153	0.298	0.12	0.11	0.11	3.0	9.5	1018.0	0.36	5234	-398	-7.6	5.8	7,276
Phillips County, KS	1.8	1.75	4.2	102.0	2.9	KS	Phillips County	6	55	49	6	0	0	1	1	1	0.12	6.0	0.0	0.0	0.013	3864	591	1153	0.153	0.298	0.12	0.11	0.11	3.0	9.5	1018.0	0.36	5234	-398	-7.6	5.8	7,276
Phillips County, KS	1.78	1.43	3.44	138.22	2.28	KS	Phillips County	12	55	49	6	0	0	1	1	1	0.12	6.0	0.0	0.0	0.013	3864	591	1153	0.153	0.298	0.12	0.11	0.11	3.0	9.5	1018.0	0.36	5234	-398	-7.6	5.8	7,276
Phillips County, KS	1.83	1.44	3.67	124.25	2.4	KS	Phillips County	18	55	49	6	0	0	1	1	1	0.12	6.0	0.0	0.0	0.013	3864	591	1153	0.153	0.298	0.12	0.11	0.11	3.0	9.5	1018.0	0.36	5234	-398	-7.6	5.8	7,276
Pottawatomie County, KS	23.0	29.5	48.0	23.5	2.1	KS	Pottawatomie County	1	189	181	8	0	0	99	95	92	0.04	0.08	0.0	0.0	0.032	5724	419	1781	0.073	0.311	0.24	0.18	0.18	25.1	11.65	1159.0	0.22	24383	2656	10.9	28.3	16,052
Pottawatomie County, KS	20.75	28.5	48.5	29.25	2.42	KS	Pottawatomie County	3	189	181	8	0	0	99	95	92	0.04	0.08	0.0	0.0	0.032	5724	419	1781	0.073	0.311	0.24	0.18	0.18	25.1	11.65	1159.0	0.22	24383	2656	10.9	28.3	16,052
Pottawatomie County, KS	20.86	24.57	48.86	28.43	2.4	KS	Pottawatomie County	6	189	181	8	0	0	99	95	92	0.04	0.08	0.0	0.0	0.032	5724	419	1781	0.073	0.311	0.24	0.18	0.18	25.1	11.65	1159.0	0.22	24383	2656	10.9	28.3	16,052
Pottawatomie County, KS	28.15	29.46	57.23	33.08	2.19	KS	Pottawatomie County	12	189	181	8	0	0	99	95	92	0.04	0.08	0.0	0.0	0.032	5724	419	1781	0.073	0.311	0.24	0.18	0.18	25.1	11.65	1159.0	0.22	24383	2656	10.9	28.3	16,052
Pottawatomie County, KS	27.0	30.38	60.06	37.69	2.46	KS	Pottawatomie County	18	189	181	8	0	0	99	95	92	0.04	0.08	0.0	0.0	0.032	5724	419	1781	0.073	0.311	0.24	0.18	0.18	25.1	11.65	1159.0	0.22	24383	2656	10.9	28.3	16,052
Pratt County, KS	8.0	11.5	25.0	78.0	3.15	KS	Pratt County	1	79	74	5	0	0	7	3	2	0.07	0.71	0.0	0.0	0.022	3337	507	1427	0.152	0.428	0.31	0.29	0.29	210.2	17.94	2032.0	-0.52	9164	-477	-5.2	12.5	8,117
Pratt County, KS	7.0	9.25	26.5	105.25	4.0	KS	Pratt County	3	79	74	5	0	0	7	3	2	0.07	0.71	0.0	0.0	0.022	3337	507	1427	0.152	0.428	0.31	0.29	0.29	210.2	17.94	2032.0	-0.52	9164	-477	-5.2	12.5	8,117
Pratt County, KS	7.0	8.57	28.14	84.14	4.2	KS	Pratt County	6	79	74	5	0	0	7	3	2	0.07	0.71	0.0	0.0	0.022	3337	507	1427	0.152	0.428	0.31	0.29	0.29	210.2	17.94	2032.0	-0.52	9164	-477	-5.2	12.5	8,117
