County	State	property_count	population_2015	square_miles	people/sqmiles
Lincoln County	Wisconsin	"32,778"	"28,684"	907	32
Manitowoc County	Wisconsin	"49,798"	"80,654"	"1,494"	54
Marathon County	Wisconsin	"82,346"	"135,416"	"1,576"	86
Marinette County	Wisconsin	"60,678"	"41,610"	"1,550"	27
Marquette County	Wisconsin	"43,456"	"15,176"	464	33
Menominee County	Wisconsin	"4,711"	"4,317"	365	12
Milwaukee County	Wisconsin	"282,353"	"956,023"	"1,190"	804
Monroe County	Wisconsin	"38,494"	"45,298"	908	50
Oconto County	Wisconsin	"41,619"	"37,318"	"1,149"	32
Oneida County	Wisconsin	"60,681"	"35,689"	"1,236"	29
Outagamie County	Wisconsin	"84,486"	"180,345"	645	280
Ozaukee County	Wisconsin	"38,789"	"87,054"	"1,116"	78
Pepin County	Wisconsin	"9,574"	"7,360"	249	30
Pierce County	Wisconsin	"27,699"	"40,976"	592	69
Polk County	Wisconsin	"45,164"	"43,476"	956	45
Portage County	Wisconsin	"47,063"	"70,380"	823	86
Price County	Wisconsin	"35,724"	"13,802"	"1,278"	11
Racine County	Wisconsin	"83,301"	"195,041"	792	246
Richland County	Wisconsin	"20,411"	"17,717"	589	30
Rock County	Wisconsin	"71,121"	"160,739"	726	221
Rusk County	Wisconsin	"28,599"	"14,395"	931	15
Sauk County	Wisconsin	"49,974"	"63,162"	849	74
Sawyer County	Wisconsin	"50,242"	"16,513"	"1,350"	12
Shawano County	Wisconsin	"39,672"	"41,643"	909	46
Sheboygan County	Wisconsin	"60,249"	"114,922"	"1,271"	90
St. Croix County	Wisconsin	"52,676"	"85,930"	736	117
Taylor County	Wisconsin	"25,290"	"20,610"	984	21
Trempealeau County	Wisconsin	"33,592"	"29,582"	742	40
Vernon County	Wisconsin	"23,798"	"30,329"	816	37
Vilas County	Wisconsin	"46,583"	"21,368"	"1,018"	21
Walworth County	Wisconsin	"61,350"	"102,945"	577	179
Washburn County	Wisconsin	"54,926"	"15,686"	853	18
Washington County	Wisconsin	"62,258"	"132,739"	436	305
Waukesha County	Wisconsin	"154,614"	"393,843"	581	678
Waupaca County	Wisconsin	"42,373"	"52,285"	765	68
Waushara County	Wisconsin	"31,316"	"24,329"	637	38
Winnebago County	Wisconsin	"80,367"	"169,541"	579	293
Wood County	Wisconsin	"46,646"	"73,959"	809	91
Albany County	Wyoming	"17,967"	"37,422"	"4,309"	9
Big Horn County	Wyoming	"7,944"	"11,994"	"3,159"	4
Campbell County	Wyoming	"20,173"	"48,176"	"4,807"	10
Carbon County	Wyoming	"17,535"	"15,748"	"7,964"	2
Converse County	Wyoming	"13,239"	"14,313"	"4,265"	3
Crook County	Wyoming	"6,023"	"7,184"	"2,865"	3
Fremont County	Wyoming	"24,666"	"40,998"	"9,266"	4
Goshen County	Wyoming	"9,175"	"13,612"	"2,232"	6
Hot Springs County	Wyoming	"7,403"	"4,847"	"2,006"	2
Johnson County	Wyoming	"7,547"	"8,628"	"4,175"	2
Laramie County	Wyoming	"42,283"	"95,809"	"2,688"	36
Lincoln County	Wyoming	"29,253"	"18,364"	"4,095"	4
Natrona County	Wyoming	"42,794"	"80,973"	"5,376"	15
Niobrara County	Wyoming	"3,781"	"2,541"	"2,628"	1
Park County	Wyoming	"17,187"	"29,227"	"6,967"	4
Platte County	Wyoming	"8,735"	"8,765"	"2,111"	4
Sheridan County	Wyoming	"7,078"	"29,824"	"2,527"	12
Sublette County	Wyoming	"9,308"	"10,041"	"4,936"	2
Sweetwater County	Wyoming	"26,566"	"45,237"	"10,491"	4
Teton County	Wyoming	"15,006"	"22,268"	"4,216"	5
Uinta County	Wyoming	"15,160"	"21,066"	"2,088"	10
Washakie County	Wyoming	"5,131"	"8,463"	"2,243"	4
Weston County	Wyoming	"5,664"	"7,158"	"2,400"	3
