County	State	Total Comps	For Sale Comps (All)	Sold Comps (All)	Sold Comps (6m)	Sold Comps (3m)	Listed Comps (12m)	Listed Comps (6m)	Listed Comps (3m)	Sold-For Sale Ratio	Sold-Listed Ratio (12m)	Sold-Listed Ratio (6m)	Sold-Listed Ratio (3m)	Parcels on Market Ratio	Total DataTree Parcels	Total Out of State Owner Parcels	Total Out of County Owner Parcels	Out of State to Total Ratio	Out of County to Total Ratio	Coefficient of Variation	Coefficient of Variation (6m)	Coefficient of Variation (3m)	Days on Market	MoM Price Change %	Economic Rank	Economic Score	Population	Population Change (2010-2019)	Population Change %	Population-Sq Mile
Nye County	Nevada	8115	6556	1559	652	342	2198	1205	819	0.24	0.71	0.54	0.42	0.204	32102	18126	26526	0.565	0.826	1.05	1.03	1.03	260.6	0.65	87	3.31	46523	2679	5.8	2.6
Pershing County	Nevada	1514	1204	310	53	24	380	231	98	0.26	0.82	0.23	0.24	0.129	9340	5538	8318	0.593	0.891	1.14	1.08	1.08	223.8	1.24	134	2.85	6725	-12	-0.2	1.1
Storey County	Nevada	444	416	28	22	8	69	32	16	0.07	0.41	0.69	0.5	0.199	2087	812	1496	0.389	0.717	0.54	0.54	0.54	214.1	0.7	111	3.08	4123	126	3.1	15.6
Washoe County	Nevada	2941	2384	557	212	104	646	377	191	0.23	0.86	0.56	0.54	0.134	17777	4909	7264	0.276	0.409	1.64	1.5	1.5	237.6	-1.59	39	4.19	471519	49565	10.5	72
White Pine County	Nevada	483	354	129	27	14	137	55	47	0.36	0.94	0.49	0.3	0.157	2251	448	973	0.199	0.432	0.57	0.54	0.53	217.1	-1.29	217	2.27	9580	-447	-4.7	1.1
Belknap County	New Hampshire	2191	1935	256	84	33	297	184	121	0.13	0.86	0.46	0.27	0.324	5973	1791	2890	0.3	0.484	0.77	0.75	0.75	188.7	0.08	597	0.94	61303	1202	2	130.8
Carroll County	New Hampshire	3473	3010	463	178	67	312	153	95	0.15	1.48	1.16	0.71	0.314	9600	3860	5485	0.402	0.571	0.73	0.73	0.74	221.2	-0.35	646	0.84	48910	1084	2.2	49.3
Cheshire County	New Hampshire	1580	1357	223	87	39	187	103	43	0.16	1.19	0.84	0.91	0.21	6465	1714	2367	0.265	0.366	0.69	0.67	0.67	196.2	1.33	704	0.74	76085	-973	-1.3	104.3
Coos County	New Hampshire	2190	1900	290	113	44	277	117	82	0.15	1.05	0.97	0.54	0.293	6495	1983	3437	0.305	0.529	0.59	0.57	0.57	271.7	1.38	754	0.67	31563	-1407	-4.5	17.2
Grafton County	New Hampshire	3617	2890	727	306	149	572	323	210	0.25	1.27	0.95	0.71	0.21	13732	4688	6692	0.341	0.487	0.78	0.77	0.77	175.4	-1.3	657	0.81	89886	756	0.8	51.4
Hillsborough County	New Hampshire	2619	2288	331	130	60	251	143	106	0.14	1.32	0.91	0.57	0.221	10364	1825	2831	0.176	0.273	0.9	0.9	0.9	303.2	-0.03	581	0.98	417025	15970	3.8	467.4
Merrimack County	New Hampshire	2358	2021	337	125	59	270	145	100	0.17	1.25	0.86	0.59	0.229	8843	1878	3349	0.212	0.379	0.86	0.85	0.85	224.1	2.46	842	0.55	151391	5003	3.3	158.3
Rockingham County	New Hampshire	2004	1793	211	91	41	190	110	77	0.12	1.11	0.83	0.53	0.216	8315	1259	2186	0.151	0.263	0.48	0.48	0.48	306.6	0.86	727	0.7	309769	14480	4.7	390.2
Strafford County	New Hampshire	1315	1106	209	96	41	146	79	40	0.19	1.43	1.22	1.02	0.23	4799	912	1917	0.19	0.399	0.63	0.64	0.64	303	-1.55	987	0.38	130633	7433	5.7	340.3
Sullivan County	New Hampshire	1508	1291	217	70	30	151	76	50	0.17	1.44	0.92	0.6	0.24	5373	1469	2424	0.273	0.451	0.7	0.69	0.7	313.8	-3.06	533	1.06	43146	-599	-1.4	78.2
Atlantic County	New Jersey	3942	3338	604	224	95	712	493	255	0.18	0.85	0.45	0.37	0.156	21340	6082	10031	0.285	0.47	1	1	1	318.9	-3.7	1263	0.12	263670	-10978	-4.2	392.7
Bergen County	New Jersey	122	73	49	17	3	29	25	16	0.67	1.69	0.68	0.19	0.015	4912	658	1140	0.134	0.232	0.05	0.05	0.05	132.9	1.43	629	0.86	932202	25918	2.8	3777.2
Burlington County	New Jersey	1557	1297	260	91	34	231	158	70	0.2	1.13	0.58	0.49	0.087	14839	2272	4816	0.153	0.325	0.4	0.4	0.4	358.9	3.12	1947	-0.45	445349	-3780	-0.8	543.5
Camden County	New Jersey	1277	943	334	116	36	228	141	93	0.35	1.46	0.82	0.39	0.074	12702	1668	3651	0.131	0.287	0.38	0.36	0.35	335.5	1.02	2419	-0.95	506471	-6804	-1.3	2225.5
Cape May County	New Jersey	1130	958	172	49	23	107	69	53	0.18	1.61	0.71	0.43	0.133	7204	2806	3980	0.39	0.552	0.47	0.45	0.45	280.2	-0.33	1243	0.13	92039	-5173	-5.6	148.4
Cumberland County	New Jersey	2090	1749	341	141	62	376	245	156	0.19	0.91	0.58	0.4	0.139	12561	2897	5444	0.231	0.433	0.9	0.89	0.89	226	2.43	999	0.37	149527	-7172	-4.8	221
Essex County	New Jersey	196	55	141	46	16	59	41	25	2.56	2.39	1.12	0.64	0.012	4782	529	1613	0.111	0.337	0.06	0.06	0.07	160.3	-1.26	1342	0.06	798975	14938	1.9	6166.8
Gloucester County	New Jersey	2291	1844	447	163	76	382	247	143	0.24	1.17	0.66	0.53	0.166	11080	1251	3928	0.113	0.355	0.4	0.39	0.39	334.6	3.12	740	0.69	291636	2486	0.9	865.6
Hudson County	New Jersey	115	69	46	7	4	64	58	40	0.67	0.72	0.12	0.1	0.02	3501	550	1220	0.157	0.348	0.03	0.03	0.03	174.3	-8.87	749	0.67	672391	36739	5.5	10770.3
Hunterdon County	New Jersey	731	611	120	34	16	149	102	61	0.2	0.81	0.33	0.26	0.075	8135	722	2019	0.089	0.248	0.32	0.32	0.32	154.1	0.57	590	0.95	124371	-2951	-2.4	284.1
Mercer County	New Jersey	663	489	174	63	31	152	81	43	0.36	1.14	0.78	0.72	0.082	5934	622	1826	0.105	0.308	0.33	0.3	0.3	251.9	1.69	1063	0.31	367430	-283	-0.1	1605.6
Middlesex County	New Jersey	645	504	141	49	30	126	90	56	0.28	1.12	0.54	0.54	0.061	8323	913	2835	0.11	0.341	0.25	0.25	0.25	173.8	0.24	753	0.67	825062	14304	1.7	2558.3
Monmouth County	New Jersey	2134	1895	239	71	27	500	362	268	0.13	0.48	0.2	0.1	0.18	10515	1228	3205	0.117	0.305	0.43	0.4	0.4	180	-1.63	812	0.58	618795	-11666	-1.9	930.4
Morris County	New Jersey	623	468	155	50	17	133	100	60	0.33	1.17	0.5	0.28	0.057	8237	760	2672	0.092	0.324	0.27	0.24	0.23	199.6	-5.79	624	0.87	491845	-772	-0.2	1021.9
Ocean County	New Jersey	2538	1949	589	190	66	598	420	259	0.3	0.98	0.45	0.25	0.086	22535	3384	8843	0.15	0.392	0.48	0.43	0.43	241.2	-0.5	905	0.48	607186	29622	4.9	663
Passaic County	New Jersey	151	93	58	14	6	51	39	26	0.62	1.14	0.36	0.23	0.023	4063	358	1296	0.088	0.319	0.09	0.09	0.09	210.4	12.3	370	1.5	501826	-197	0	2546.7
Salem County	New Jersey	1386	1162	224	69	29	212	131	91	0.19	1.06	0.53	0.32	0.15	7770	911	2172	0.117	0.28	0.43	0.43	0.43	278.4	-0.4	1091	0.29	62385	-3595	-5.8	167.4
Somerset County	New Jersey	480	383	97	34	14	112	65	40	0.25	0.87	0.52	0.35	0.071	5367	409	1677	0.076	0.312	0.17	0.15	0.15	260.5	-0.6	1916	-0.42	328934	4812	1.5	1078.3
Sussex County	New Jersey	1169	871	298	102	50	246	159	79	0.34	1.21	0.64	0.63	0.079	10961	1842	4571	0.168	0.417	0.57	0.57	0.57	199.1	1.86	523	1.09	140488	-8367	-6	262.1
Union County	New Jersey	82	42	40	17	11	37	31	20	0.95	1.08	0.55	0.55	0.013	3127	314	1081	0.1	0.346	0.04	0.04	0.04	108.5	3.91	1390	0.02	556341	18972	3.4	5275.4
Warren County	New Jersey	448	334	114	57	18	132	77	44	0.34	0.86	0.74	0.41	0.045	7421	757	2174	0.102	0.293	0.33	0.29	0.29	212	0.41	1035	0.34	105267	-3309	-3.1	290.2
Bernalillo County	New Mexico	2896	2811	85	0	0	1098	726	417	0.03	0.08	0	0	0.095	29560	3974	6397	0.134	0.216	0.56	0.56	0.56	329.6	-3.65	291	1.89	679121	15198	2.2	581.1
Catron County	New Mexico	1414	1218	196	0	0	230	172	116	0.16	0.85	0	0	0.306	3977	2104	3082	0.529	0.775	0.89	0.87	0.87	195.8	-2.33	93	3.25	3527	-221	-6.3	0.5
Chaves County	New Mexico	273	267	6	0	0	129	88	39	0.02	0.05	0	0	0.033	8037	1419	2441	0.177	0.304	0.52	0.52	0.52	202	-1.75	266	2.01	64615	-1105	-1.7	10.6
Cibola County	New Mexico	1111	885	226	1	0	191	134	26	0.26	1.18	0.01	0	0.067	13292	4712	8204	0.354	0.617	0.66	0.64	0.65	217.7	6.51	426	1.33	26675	-640	-2.4	5.9
Colfax County	New Mexico	705	661	44	0	0	47	22	12	0.07	0.94	0	0	0.112	5876	2946	3850	0.501	0.655	0.49	0.49	0.49	309.3	0.45	242	2.11	11941	-1784	-14.9	3.2
Curry County	New Mexico	200	196	4	0	0	63	43	23	0.02	0.06	0	0	0.075	2612	394	711	0.151	0.272	0.31	0.3	0.3	253.9	-1.84	696	0.74	48954	-17	0	34.8
De Baca County	New Mexico	40	38	2	0	0	0	0	0	0.05	2	0	0	0.095	402	136	217	0.338	0.54	0.19	0.15	0.15		4.54	275	1.97	1748	-283	-16.2	0.7
Dona Ana County	New Mexico	1362	1328	34	0	0	270	192	124	0.03	0.13	0	0	0.054	24739	5180	7021	0.209	0.284	0.76	0.76	0.76	253.6	0.84	222	2.22	0	0	0	0
Eddy County	New Mexico	479	477	2	0	0	268	211	165	0	0.01	0	0	0.021	22388	6944	8952	0.31	0.4	0.41	0.41	0.41	274.1	6.31	127	2.9	58460	4551	7.8	13.9
Grant County	New Mexico	1204	1173	31	0	0	218	117	81	0.03	0.14	0	0	0.153	7663	1936	2714	0.253	0.354	0.47	0.47	0.47	308.5	1.2	78	3.37	26998	-2385	-8.8	6.8
Guadalupe County	New Mexico	246	227	19	0	0	74	55	39	0.08	0.26	0	0	0.165	1372	372	747	0.271	0.544	0.31	0.29	0.29	317.7	-5.64	434	1.31	4300	-395	-9.2	1.4
Harding County	New Mexico	23	23	0	0	0	3	0	0	0	0	0	0	0.075	305	111	206	0.364	0.675	0.03	0.03	0.03	341.7	0	607	0.91	625	-65	-10.4	0.3
Hidalgo County	New Mexico	127	118	9	0	0	7	1	1	0.08	1.29	0	0	0.085	1396	445	596	0.319	0.427	0.29	0.28	0.28	282	-25.4	99	3.21	4198	-666	-15.9	1.2
Lea County	New Mexico	343	340	3	0	0	109	68	21	0.01	0.03	0	0	0.051	6721	1714	2204	0.255	0.328	0.56	0.54	0.54	367	6.39	1117	0.27	71070	6472	9.1	16.2
Lincoln County	New Mexico	1196	1164	32	0	0	495	334	141	0.03	0.06	0	0	0.119	9763	4439	6219	0.455	0.637	0.85	0.83	0.83	322.2	-1.03	308	1.81	19572	-878	-4.5	4.1
Los Alamos County	New Mexico	5	5	0	0	0	0	0	0	0	0	0	0	0.009	560	12	171	0.021	0.305	0.03	0.03	0.03			303	1.82	19369	1375	7.1	177.1
Luna County	New Mexico	1807	1584	223	0	0	419	183	117	0.14	0.53	0	0	0.037	43000	35120	37876	0.817	0.881	1.05	1.04	1.04	319.1	1.43	822	0.57	23709	-1372	-5.8	8
McKinley County	New Mexico	424	404	20	0	0	118	52	19	0.05	0.17	0	0	0.088	4572	1131	2067	0.247	0.452	0.51	0.51	0.51	264.2	-1.06	413	1.37	71367	-306	-0.4	13.1
Mora County	New Mexico	272	268	4	0	0	69	58	51	0.01	0.06	0	0	0.068	3946	991	2374	0.251	0.602	0.31	0.31	0.31	108.2	8.34	138	2.83	4521	-372	-8.2	2.3
Otero County	New Mexico	975	854	121	0	0	230	130	91	0.14	0.53	0	0	0.035	24219	9529	13501	0.393	0.557	0.66	0.65	0.65	261	2.98	286	1.93	67490	3087	4.6	10.2
Quay County	New Mexico	174	170	4	0	0	87	44	39	0.02	0.05	0	0	0.021	8257	1744	3956	0.211	0.479	0.29	0.26	0.26	219.3	6.02	595	0.94	8253	-811	-9.8	2.9
Rio Arriba County	New Mexico	1699	1627	72	0	0	287	187	78	0.04	0.25	0	0	0.097	16768	4367	9804	0.26	0.585	0.82	0.82	0.82	264.1	2.56	141	2.8	38921	-1365	-3.5	6.6
Roosevelt County	New Mexico	82	75	7	0	0	8	3	3	0.09	0.88	0	0	0.014	5493	1142	2016	0.208	0.367	0.19	0.16	0.16	602.4	-11.18	881	0.51	18500	-1518	-8.2	7.5
San Juan County	New Mexico	1368	1347	21	0	0	496	293	217	0.02	0.04	0	0	0.143	9388	2233	2825	0.238	0.301	0.56	0.56	0.56	325.7	-1.23	517	1.1	123958	-6245	-5	22.4
San Miguel County	New Mexico	1017	998	19	0	0	223	152	85	0.02	0.09	0	0	0.074	13409	3213	8097	0.24	0.604	0.73	0.74	0.74	218.4	3.44	327	1.73	27277	-2116	-7.8	5.8
Sandoval County	New Mexico	4062	3949	113	0	0	2205	1439	819	0.03	0.05	0	0	0.044	89585	35931	55362	0.401	0.618	0.63	0.63	0.63	210.8	-5.61	200	2.36	146748	14317	9.8	39.5
Santa Fe County	New Mexico	3616	3530	86	0	0	887	543	333	0.02	0.1	0	0	0.231	15284	2853	6459	0.187	0.423	1.26	1.26	1.26	289	4.12	367	1.51	150358	5836	3.9	78.7
Sierra County	New Mexico	282	270	12	0	0	73	49	22	0.04	0.16	0	0	0.078	3454	816	1955	0.236	0.566	0.55	0.54	0.54	364.1	1.24	77	3.46	10791	-1250	-11.6	2.5
Socorro County	New Mexico	1197	1077	120	0	0	273	200	147	0.11	0.44	0	0	0.088	12232	3918	8039	0.32	0.657	0.79	0.78	0.78	226.8	4.85	376	1.49	16637	-1154	-6.9	2.5
Taos County	New Mexico	2019	1969	50	0	0	342	209	109	0.03	0.15	0	0	0.056	35161	14653	23424	0.417	0.666	1.04	1.03	1.03	235.6	0.55	293	1.87	32723	-172	-0.5	14.8
Torrance County	New Mexico	2264	2107	157	0	0	578	351	179	0.07	0.27	0	0	0.099	21189	7909	16256	0.373	0.767	0.95	0.95	0.95	279.3	1	188	2.48	15461	-943	-6.1	4.6
Union County	New Mexico	47	44	3	0	0	9	2	1	0.07	0.33	0	0	0.207	213	71	112	0.333	0.526	0.05	0.05	0.05	533.9	-34.74	897	0.49	4059	-482	-11.9	1.1
Valencia County	New Mexico	3400	3024	376	0	0	1030	696	491	0.12	0.37	0	0	0.018	167114	117082	143549	0.701	0.859	0.74	0.73	0.73	310.9	-0.31	423	1.34	76688	-112	-0.1	71.8
Albany County	New York	880	704	176	91	26	274	210	145	0.25	0.64	0.43	0.18	0.057	12254	635	2513	0.052	0.205	0.52	0.51	0.51	156.6	3.95	1123	0.26	305506	1420	0.5	573
Allegany County	New York	1017	673	344	125	43	138	79	47	0.51	2.49	1.58	0.91	0.075	8950	984	4258	0.11	0.476	0.49	0.45	0.45	160.5	5.12	2129	-0.61	46091	-2880	-6.2	44.6
Bronx County	New York	135	83	52	16	4	75	61	38	0.63	0.69	0.26	0.11	0.02	4076	107	1863	0.026	0.457	0.04	0.04	0.04	183.1	-3.91	1481	-0.06	1418207	30909	2.2	24694.5
Broome County	New York	895	622	273	142	72	306	200	137	0.44	0.89	0.71	0.53	0.043	14482	1414	2865	0.098	0.198	0.45	0.45	0.46	218.3	-3.07	2115	-0.6	190488	-9993	-5.2	266.2
Cattaraugus County	New York	780	469	311	105	38	176	105	72	0.66	1.77	1	0.53	0.039	11909	1310	4527	0.11	0.38	0.47	0.43	0.43	194.1	1.82	1605	-0.15	76117	-4101	-5.4	57.6
Cayuga County	New York	618	389	229	90	32	146	85	49	0.59	1.57	1.06	0.65	0.052	7520	485	2017	0.064	0.268	0.45	0.33	0.33	580.2	1.28	2409	-0.94	76576	-3319	-4.3	88.7
Chautauqua County	New York	1075	769	306	120	56	303	136	73	0.4	1.01	0.88	0.77	0.03	25359	3229	5588	0.127	0.22	0.4	0.36	0.36	199.2	0.81	1615	-0.16	126903	-7822	-6.2	84.6
Chemung County	New York	641	577	64	22	2	116	64	41	0.11	0.55	0.34	0.05	0.089	6458	628	1467	0.097	0.227	0.52	0.5	0.5	358.2	4.43	1753	-0.27	83456	-5439	-6.5	203.2
Chenango County	New York	1205	862	343	82	32	169	134	111	0.4	2.03	0.61	0.29	0.098	8753	1352	3830	0.154	0.438	0.59	0.56	0.56	103.3	3.15	2317	-0.83	47207	-3192	-6.8	52.5
Clinton County	New York	1021	765	256	110	63	247	193	46	0.33	1.04	0.57	1.37	0.103	7403	1108	1892	0.15	0.256	0.8	0.79	0.79	286	2.25	1662	-0.2	80485	-1611	-2	72
Columbia County	New York	1692	1501	191	69	26	307	206	114	0.13	0.62	0.33	0.23	0.211	7119	762	3128	0.107	0.439	0.58	0.56	0.56	219.5	-0.83	1045	0.33	59461	-3575	-6	91.7
Cortland County	New York	551	374	177	50	19	72	50	27	0.47	2.46	1	0.7	0.093	4031	415	1258	0.103	0.312	0.41	0.34	0.34	171.5	4.64	2248	-0.75	47581	-1698	-3.6	94.9
Delaware County	New York	1573	1391	182	77	36	229	180	148	0.13	0.79	0.43	0.24	0.104	13367	2514	8315	0.188	0.622	0.57	0.56	0.54	117.3	-1.57	1011	0.36	44135	-3753	-8.5	30.1
Dutchess County	New York	2771	2307	464	157	50	694	476	285	0.2	0.67	0.33	0.18	0.17	13560	1685	4885	0.124	0.36	0.7	0.69	0.69	220.6	1.25	1549	-0.12	294218	-3510	-1.2	356.5
Erie County	New York	1898	1074	824	334	101	750	521	328	0.77	1.1	0.64	0.31	0.028	38819	1770	3799	0.046	0.098	0.42	0.38	0.37	184.5	0.6	1973	-0.47	918702	-450	0	748.8
Essex County	New York	1072	807	265	126	44	258	180	54	0.33	1.03	0.7	0.81	0.068	11911	2065	7498	0.173	0.63	0.77	0.75	0.75	277.7	7.82	1513	-0.09	36885	-2475	-6.7	19.2
Franklin County	New York	1119	876	243	92	37	284	209	134	0.28	0.86	0.44	0.28	0.089	9833	1553	3107	0.158	0.316	0.7	0.68	0.66	265.1	8.76	1783	-0.3	50022	-1623	-3.2	29.5
Fulton County	New York	702	503	199	53	18	151	95	47	0.4	1.32	0.56	0.38	0.065	7768	775	3457	0.1	0.445	0.66	0.58	0.56	252.4	0.21	1411	-0.01	53383	-2072	-3.9	100.2
Genesee County	New York	320	218	102	55	39	150	121	108	0.47	0.68	0.45	0.36	0.037	5829	194	1090	0.033	0.187	0.26	0.22	0.2	114.4	12.85	2951	-1.74	57280	-2648	-4.6	115.6
Greene County	New York	2063	1822	241	123	49	490	362	230	0.13	0.49	0.34	0.21	0.169	10771	1555	5709	0.144	0.53	0.64	0.64	0.63	151.8	3.73	1249	0.13	47188	-1951	-4.1	71.7
Hamilton County	New York	231	170	61	26	12	60	35	20	0.36	1.02	0.74	0.6	0.032	5232	568	1746	0.109	0.334	0.26	0.25	0.25	187.7	0.39	1160	0.22	4416	-435	-9.9	2.4
Herkimer County	New York	1388	882	506	90	39	214	152	113	0.57	2.36	0.59	0.35	0.075	11697	1297	5575	0.111	0.477	0.71	0.62	0.62	184.5	1.26	2522	-1.07	61319	-3151	-5.1	42
Jefferson County	New York	1432	935	497	166	58	390	219	87	0.53	1.27	0.76	0.67	0.076	12384	1512	3529	0.122	0.285	0.71	0.67	0.65	228.8	2.84	2259	-0.76	109834	-6758	-6.2	59.1
Kings County	New York	258	171	87	30	16	134	86	62	0.51	0.65	0.35	0.26	0.026	6499	203	2583	0.031	0.397	0.13	0.13	0.13	207.3	-0.62	1980	-0.47	2559903	50075	2	26418
Lewis County	New York	1099	574	525	96	32	257	192	140	0.91	2.04	0.5	0.23	0.07	8176	996	3384	0.122	0.414	0.68	0.55	0.55	148.3		2781	-1.45	26296	-781	-3	20.4
Livingston County	New York	367	255	112	44	10	84	55	20	0.44	1.33	0.8	0.5	0.049	5204	263	1497	0.051	0.288	0.43	0.4	0.4	166.5	-2.14	2031	-0.52	62914	-2326	-3.7	98.2
Madison County	New York	908	558	350	79	39	184	103	61	0.63	1.9	0.77	0.64	0.059	9467	744	3210	0.079	0.339	0.61	0.55	0.55	283.2	-0.8	1064	0.31	70941	-2499	-3.5	107.2
Monroe County	New York	783	413	370	166	51	238	135	80	0.9	1.55	1.23	0.64	0.027	15556	514	1375	0.033	0.088	0.34	0.34	0.34	279.1	0.61	443	1.27	741770	-2810	-0.4	543.2
Montgomery County	New York	634	485	149	40	19	161	121	52	0.31	0.93	0.33	0.37	0.083	5847	367	1631	0.063	0.279	0.62	0.54	0.54	166.2	-3.95	2851	-1.56	49221	-1086	-2.2	120
Nassau County	New York	422	312	110	37	14	148	87	49	0.35	0.74	0.43	0.29	0.022	14405	275	1544	0.019	0.107	0.14	0.14	0.14	237.9	5.22	867	0.52	1356924	15255	1.1	2994.9
New York County	New York	28	23	5	0	0	8	5	0	0.22	0.62	0	0	0.017	1333	40	231	0.03	0.173	0.12	0.1	0.1	167.9	5.25	1650	-0.19	1628706	39939	2.5	48229.4
Niagara County	New York	1010	697	313	149	59	499	329	139	0.45	0.63	0.45	0.42	0.118	5904	286	1224	0.048	0.207	0.35	0.34	0.34	205.2	-0.28	1518	-0.09	209281	-7194	-3.4	183.6
Oneida County	New York	1958	1145	813	175	65	377	273	169	0.71	2.16	0.64	0.38	0.086	13258	1219	3243	0.092	0.245	0.7	0.67	0.64	183.6	0.17	2205	-0.7	228671	-6085	-2.7	181.9
Onondaga County	New York	1196	751	445	163	58	308	139	66	0.59	1.44	1.17	0.88	0.04	18777	978	2368	0.052	0.126	0.74	0.67	0.67	241.9	-2.12	2776	-1.44	460528	-7005	-1.5	571.6
Ontario County	New York	590	375	215	90	39	142	85	56	0.57	1.51	1.06	0.7	0.051	7425	394	2205	0.053	0.297	0.35	0.35	0.34	420.9	-2.54	1872	-0.38	109777	1601	1.5	165.7
Orange County	New York	2219	1664	555	196	95	494	303	202	0.33	1.12	0.65	0.47	0.097	17201	1544	4893	0.09	0.284	0.89	0.88	0.88	306	0.31	1321	0.07	384940	11495	3	459.1
Orleans County	New York	233	123	110	47	10	55	31	17	0.89	2	1.52	0.59	0.028	4396	193	1306	0.044	0.297	0.21	0.14	0.13	172	2.48	996	0.38	40352	-2499	-6.2	49.4
Oswego County	New York	2000	1103	897	205	92	443	196	110	0.81	2.02	1.05	0.84	0.128	8626	885	2978	0.103	0.345	0.74	0.54	0.54	252.2	1.42	1491	-0.07	117124	-5013	-4.3	89.3
Otsego County	New York	1803	1512	291	73	33	351	305	273	0.19	0.83	0.24	0.12	0.13	11606	1531	4902	0.132	0.422	0.63	0.6	0.59	87	1.78	1596	-0.15	59493	-2766	-4.6	58.6
Putnam County	New York	609	423	186	90	38	139	76	56	0.44	1.34	1.18	0.68	0.1	4247	451	1827	0.106	0.43	0.4	0.38	0.38	278.3	1.62	784	0.63	98320	-1347	-1.4	399.3
Queens County	New York	318	194	124	33	15	165	123	74	0.64	0.75	0.27	0.2	0.024	7982	235	3481	0.029	0.436	0.17	0.18	0.16	166.2	2.52	1308	0.08	2253858	19157	0.8	12642.2
Rensselaer County	New York	1164	851	313	123	50	287	164	91	0.37	1.09	0.75	0.55	0.087	9833	815	2648	0.083	0.269	0.6	0.59	0.59	243.8	-1.27	1813	-0.33	158714	-626	-0.4	238.5
Richmond County	New York	419	258	161	73	49	214	154	75	0.62	0.75	0.47	0.65	0.042	6146	223	2746	0.036	0.447	0.07	0.07	0.07	259.3	2.09	1034	0.34	476143	6528	1.4	4645.3
Rockland County	New York	318	188	130	48	21	107	84	63	0.69	1.21	0.57	0.33	0.04	4693	401	1222	0.085	0.26	0.12	0.12	0.12	174.1	5.34	730	0.7	325789	13290	4.1	1634.3
Saratoga County	New York	1527	1151	376	185	107	429	311	218	0.33	0.88	0.59	0.49	0.081	14202	1114	4443	0.078	0.313	0.85	0.82	0.83	191.2	1.82	1206	0.17	229863	9754	4.2	272.4
Schenectady County	New York	441	312	129	56	27	145	105	72	0.41	0.89	0.53	0.38	0.076	4115	173	1107	0.042	0.269	0.44	0.44	0.43	163.1	1.8	2670	-1.29	155299	438	0.3	740.9
Schoharie County	New York	1084	841	243	104	40	205	150	108	0.29	1.19	0.69	0.37	0.122	6885	973	3510	0.141	0.51	0.66	0.66	0.66	190.4	0.33	1498	-0.07	30999	-1687	-5.4	49.5
Schuyler County	New York	501	408	93	24	8	106	80	50	0.23	0.88	0.3	0.16	0.119	3415	413	1193	0.121	0.349	0.53	0.47	0.48	94.2	6.34	816	0.58	17807	-527	-3	52
Seneca County	New York	191	139	52	27	6	82	64	56	0.37	0.63	0.42	0.11	0.04	3512	325	898	0.093	0.256	0.28	0.22	0.21	81.8	-4.99	2118	-0.6	34016	-1250	-3.7	87.1
St Lawrence County	New York	1258	1056	202	36	20	139	81	40	0.19	1.45	0.44	0.5	0.061	17327	2037	4226	0.118	0.244	0.9	0.89	0.89	316.6	-0.4			0	0	0	0
Steuben County	New York	1213	909	304	102	33	261	152	87	0.33	1.16	0.67	0.38	0.077	11871	1618	4127	0.136	0.348	0.59	0.59	0.59	129.5	2.36	1788	-0.31	95379	-3626	-3.8	67.9
Suffolk County	New York	2105	1473	632	198	102	697	433	261	0.43	0.91	0.46	0.39	0.025	58029	3065	12394	0.053	0.214	0.87	0.86	0.86	239	0.76	526	1.09	1476601	-17738	-1.2	622.2
Sullivan County	New York	2751	1864	887	254	102	467	275	163	0.48	1.9	0.92	0.63	0.085	22023	3449	13404	0.157	0.609	0.84	0.83	0.83	308.2	-0.17	1020	0.35	75432	-2044	-2.7	75.7
Tioga County	New York	615	469	146	54	19	91	54	34	0.31	1.6	1	0.56	0.081	5824	698	1653	0.12	0.284	0.54	0.51	0.51	207.2	-3.23	1771	-0.29	48203	-2805	-5.8	92.2
Tompkins County	New York	886	687	199	38	15	239	178	147	0.29	0.83	0.21	0.1	0.112	6128	456	1741	0.074	0.284	0.58	0.57	0.57	82.2	4.86	1478	-0.06	102180	440	0.4	207.8
Ulster County	New York	2619	1887	732	275	106	531	378	253	0.39	1.38	0.73	0.42	0.119	15877	1485	5630	0.094	0.355	0.68	0.66	0.66	169.3	-0.4	889	0.5	177573	-4845	-2.7	153
Warren County	New York	1455	1203	252	98	45	527	386	304	0.21	0.48	0.25	0.15	0.124	9673	1504	4939	0.155	0.511	0.73	0.72	0.72	291.4	5.17	519	1.1	63944	-1721	-2.7	68.6
Washington County	New York	816	598	218	102	44	185	129	90	0.36	1.18	0.79	0.49	0.076	7888	1070	3080	0.136	0.39	0.59	0.57	0.58	211.7	1.22	1899	-0.41	61204	-2152	-3.5	72.4
Wayne County	New York	601	323	278	85	45	139	91	61	0.86	2	0.93	0.74	0.048	6783	312	1599	0.046	0.236	0.44	0.31	0.3	133.7	9.84	1717	-0.24	89918	-3833	-4.3	65
Westchester County	New York	832	556	276	120	51	290	196	108	0.5	0.95	0.61	0.47	0.031	17726	1039	3251	0.059	0.183	0.33	0.31	0.3	262.9	12	941	0.44	967506	16905	1.7	1934.7
Wyoming County	New York	175	109	66	28	9	37	23	7	0.61	1.78	1.22	1.29	0.019	5739	228	1457	0.04	0.254	0.41	0.38	0.36	177.5	-4.66	2947	-1.73	39859	-2267	-5.7	66.8
